sk_empresas,cnpj_empresa,flag_matriz,nm_razao_social,cd_natureza_juridica,de_natureza_juridica,de_situacao,de_classif_natureza_juridica,de_saude_tributaria,de_nivel_atividade,registro_antt,flag_optante_simples,flag_optante_simei
JP0DP\#:-^G\\!B[=@88R&,44195998000100,SIM,METALURGICA E SERRALHERIA WM LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"JZ3A\D+8V,G4;9T:Q^:LC""",49061559000110,SIM,NILTER SANCHES CRUZ,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"E',M%0E)#/6WENEUV!#GX#",43834134000110,SIM,SO PRATA INDUSTRIA E COMERCIO DE BIJOUTERIAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"E#DM$.'O^WT+.PU]7ZRV^)",36453363000120,SIM,QUALIGESSO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"C5J84G*3=\)5^JRN]#'E_)",77608727000180,SIM,ROMEU TELLES DE SOUZA LUCAS,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
H\(]Y;?F@.]4XR2ES#F76%,47843222000130,SIM,IZABEL DE FREITAS FEITOSA,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
I1A090&$4$\DN0*&1U]C=.,23165996000190,SIM,AMADO CAETANO CANDIDO,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"M-#2=%1TCKW+'\4!=:2W+!",14958201000100,SIM,MARCIO J PEIXOTO,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
F[6.9Z8ZFX-.48B&7=YP.),55539126000120,SIM,FIALGO LTDA SC,2240,SOCIEDADE SIMPLES LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
M)P[$7B3Z2A1(0QGEW!-O%,7435063000110,SIM,CARMO RECICLAGEM LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
G.-@(PD+LXW/3EW^^/>SN-,1578630000100,SIM,JOAO GONCALVES PIQUETE ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"D3'=Z?''V,L1LCYQ`Q5ES&",15928727000100,SIM,ELEICAO 2012 COMITE FINANCEIRO CE PARA VEREADOR PRP SAO BENEDITO,3999,ASSOCIACAO PRIVADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
F:`6E+\TOXP`*C^)(U!J^*,849629000100,SIM,W & MED SAUDE OCUPACIONAL LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"H*?8']`*`%`)<#\&I[H""P*",12867015000130,SIM,CARLOS AUGUSTO PEREIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"K<:A&+>N<WK2YZI72_>\N,",369525000280,NAO,RIDALVO A DE ARAUJO ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"J)O*A&1!]9ATGHK5,&L""%&",11823152000100,SIM,RAIMUNDA PEREIRA DE OLIVEIRA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
FB(3`:X[O+M)&2`$#M$D#0,17008642000130,SIM,J M DE SOUZA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
BSZ/.3X)^SZW:4[L=H?TY(,17023445000190,SIM,YUNA MARIA MARTA MENEZES DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"IXR&T9""XB]='3*0N1;X+2$",1427229000170,SIM,AGUIA DOURADA REPRESENTACOES COMERCIAIS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
"D`J]V)9^*$H!YX'O(8HY=+",4475625000160,SIM,SERGIO ANTONIO SPANHOL ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
GE6`/TWL\P2_\/TUOOXG@#,12070792000150,SIM,DUNAS MOVEIS E ELETRODOMESTICOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"FE;F_0^7H<-XO.BT!35I7""",13893114000150,SIM,NEUZA JOELMA BONFIM MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,SIM
"CC&0)VTR147/B,W>&17`A(",13048317000140,SIM,VANDERLEIA TORRES MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,ALTA,SIM,SIM,SIM
"I13Z_XFA[3_)""'(QQ:9]A*",12217244000100,SIM,F R SILVA FREIRE,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"P,\8!,3<8;SDGFQ5G>FEW!",13357858000150,SIM,EDVANDO ADELINO BASTOS MEI,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"LP68SY>7P""I8^8]%$""\);/",13206433000140,SIM,FAVORITA COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,NAO,NAO
L6&>0BJ*+-/#O^NU$(S6V+,13784561000170,SIM,SOLANGE VALLADAO DE MELLO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,SIM
"NW,\.Z?&8RE(DNDM!DN$7'",11549984000180,SIM,MARIA APARECIDA CARNEIRO RIBEIRO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,SIM
"D(TC>KZ#''8,L3N^(#2P""0",5563670000130,SIM,METALSKY SERRALHARIA E MARCENARIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
HP2OI:)A&E:7\XC_(6\5X-,13858476000100,SIM,REFRILOC LOCACAO DE EQUIPAMENTOS DE REFRIGERACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
"P*DO9,(,#O55N,],I(RC0%",7379856000240,NAO,DITTRICH & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
CBQD@;!?W->$D_.\JF^4F.,13790199000140,SIM,VO TINO PARTICIPACOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"N""9DE6XN5FX/2,347-Y88+",17341165000120,SIM,AILTON MARTINS DE OLIVEIRA ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,LARANJA,INATIVA,SIM,NAO,NAO
"E+QX*8E:*'!/]""-]P3HM2+",15947103000130,SIM,ELEICAO 2012 JOVINO CARDOSO DE SA FILHO VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"EV?>=2UPF6U3HRRD2C.34'",16822882000100,SIM,MARIA LEUDICE PINHEIRO CAVALCANTE MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,SIM
"P!CVV_I,""NUH]&&&KW?9^%",13413451000100,SIM,DROGARIA NEVES & COSTA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,BAIXA,SIM,NAO,NAO
"CFV=VM_G[*L/OLO)R'09A/",10708409000200,NAO,MARQUES & TOME COMERCIO DE ARTIGOS DE CAMA MESA E BANHO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,NAO
"M17'-A=\D:=$#U+;1F""%%'",13907283000100,SIM,ELSON DE CARVALHO LINS MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"J>Q(,&6&H""6'8;/WWUS1K%",15825025000100,SIM,ROSA MARIA DE MEDEIROS LESSA ROLEMBERG MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,SIM
"ILD2QCYSW/#NL)UTL-V](""",15829825000190,SIM,MAYALU HIJO DE MIRANDA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,SIM
M%>559H:L-RQ9&2.`P59F%,425944000100,SIM,MCANN IMPLANTES ESPECIALIZADOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"O05""BT0GZD?D[S2]HC,YU.",2666539000100,SIM,LORENNA REPRESENTACOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"BN'NH7I52+EZ*C,2)+;O#.",1789731000120,SIM,OLIVIA BORGES FERREIRA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
"O;)6,I=9L,]V8QI/AU^F#,",16849730000100,SIM,IRAN CANDIDO DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,SIM
"M_&HM<?L&7P$""DW.'(9Q6.",15531229000120,SIM,ANTONIO FRANCINALDO NERES DA COSTA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"OCO(<6%B#E,B4OP'PP6/8.",15398763000100,SIM,ANGELICA TORQUES DA TRINDADE MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
K/9OPK6`)-[J9MT)AFK/V(,15400540000130,SIM,RITA CANCELA DE OLIVEIRA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
K#5O3J.8=KTH[0YH(LBT;/,15661235000100,SIM,SPADARI COMERCIO E REPRESENTACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
"J'19>'.W6U5=D5,[$`*&\+",14842762000140,SIM,JOAO IREUDO DE ALMEIDA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,SIM
F-2E@WD$MHY.3/.>@<2NZ+,16100510000170,SIM,W S P PRODUCOES DE EVENTOS EIRELI,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,NAO
O4DAZ=0Z=;B?G6D=./^KG.,39503925000190,SIM,TODA HORA DESCARTAVEIS COMERCIO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,SIM,NAO
"I9T?UGJ<L\`@!T/5='7IO&",8643675000160,SIM,ALTO VALE MARMORES E GRANITOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
"M?HB`V/2W'H6%ZJK[Z/R"",",10839583000100,SIM,ELAINE CATARINA CASSAL VICENTIM ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,BAIXA,SIM,NAO,NAO
"MDA[%W?YIA-5:`""9,$8(#)",14851270000110,SIM,MARCOS AURELIO SARTORI ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
G=)W](ZYLES(<]_*WJQ=(/,6292912000160,SIM,ELIZANGELA ANDREIA DA SILVA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"K.K0UZ;)!-X1J1DQ([D0&'",14445719000140,SIM,ARNALDO PEREIRA DA COSTA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,SIM
"B>JC(N;8AUET^Z""-U2Y7\'",15671695000100,SIM,COMERCIO E PRESTACAO DE SERVICOS AUGUSTO E ANDRADE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"IVV,ZM-=[>ZH=X/$N1;1Z+",12467812000120,SIM,OSMIRON DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
J5O-HD<_KDQ>2)LHBD0`5+,11437638000100,SIM,FRV PRESTACAO DE SERVICOS EM SEGURANCA E LIMPEZA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"J:*:.5B,9]4V:W07T3^*""!",15189084000120,SIM,PONTE AEREA OPERADORA E EVENTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,NAO,NAO
"I-&8KC]>B1""H=&Q9'$2:_.",14532704000110,SIM,JOYCE DOS SANTOS PEREIRA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"C;A.<?!DD'^ZDI_!F5.EB-",14524120000100,SIM,TIAGO MOREIRA DE ARAUJO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"F""\\QF[X`RE+&DLNICA37'",14530689000170,SIM,C A RAMOS COMERCIO ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,NAO
DB`USWAX)X$?*XNA*M/H^%,3634471000140,SIM,CONSTRUTORA CENTER LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"L9&N?7U9@682H@;&D""*6$)",12709639000120,SIM,DOMINGOS SAVIO ALVES DUARTE MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,SIM
"NO:<:3>C!<02R$A+9E'J'0",16491837000110,SIM,MURIQUI CONSULTORIA AMBIENTAL LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,NAO,NAO
M(T;CW^UQ/-A]2K6>X*XH(,15555488000190,SIM,FRANCISCO EDNALDO OLIVEIRA DE SOUZA LANCHONETE,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
C32$RKI-RQ_VG%\!?5-?W),12508301000290,NAO,LM COMERCIO DE MOVEIS EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
"F!TEQU7.=BV?:"":I-4/:3,",23508666000150,SIM,DROGARIA SANTA FE & VARIEDADES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"B9F>J,2CFK1N^&C/GN&MK#",79176954000100,SIM,NELSON VILSON BRAGA DA SILVA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
K.AQXI0D/@I<8@O90ZPI\%,3216826000180,SIM,RENATA PRIETO DE OLIVEIRA DEAK ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"P+>A""O3J<Q%G7N3/Q&Q@7'",59823567000100,SIM,DAVI DOS SANTOS DE ALMEIDA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"L\""<.""]*K;AE..@-J/;C7-",21882808000110,SIM,COMERCIAL DIVINAL LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"D.%WW'SBS!!`3PZN[QG:;-",84451533000180,SIM,MARGARETH BEZERRA CORDEIRO DA SILVA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
J@NX6P9D%2LS4WM3K.2$?%,86974268000140,SIM,YARA LOURDES MARQUES,4014,EMPRESA INDIVIDUAL IMOBILIARIA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"P;'JM2)>\)X9VA1&%]""0A0",16529164000140,SIM,MARILIA SAMPAIO LIMA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"B5PH,T)<%!O""L0Y-P^V*[$",14344061000180,SIM,VALDEMAR DA ROCHA VAZ MEI,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
O?<YF`2PDK7>ZG*UE[?A+),70003272000120,SIM,BASTOS & MORAES REPRESENTACOES COMERCIAIS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"K5II/^_8-""^(L_\NV`.'K/",14074824000110,SIM,MARCELO REIS DE MELLO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"KJ2#YE""$-`AD/O\6?<!ND(",14071915000100,SIM,MAIARA AYRES GONTIJO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"AI(HB$BI.QRH_=G1S?""4G)",6369176000100,SIM,G F DE LIMA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
PE?R[51=C3BA^OXDDB9X10,5127890000110,SIM,OVELHA NEGRA BAR RESTAURANTE ADMINISTRACOES E PARTICIPACOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
"G'L<9RB,7I<]6X.GJ4=&)*",5019667000150,SIM,GALLIVEL EIRELI EPP ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"N-)/*SD*CC;5PK3[G8E^U'",8221979000130,SIM,W B FERNANDEZ INFORMATICA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
H$V/IY.)`0^1F&P`;Y>EX%,10636404000120,SIM,ILSA RIBAS PAES ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
"EC\T4L9UB""'].C1M""=M8[""",14247424000160,SIM,DENISE PEREIRA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
N]>W%U>&8D\XDEDL42&L%#,3621564000130,SIM,OLIVEIRA E PAULA REPRESENTACOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"JG>6[M$38N*@J!!V_,60.""",33066952003930,NAO,VULCAN MATERIAL PLASTICO LTDA EM RECUPERACAO JUDICIAL,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERMELHO,BAIXA,SIM,NAO,NAO
"H4,Y""U;JAG(I9ONE^$5]J&",11605022000100,SIM,DENIS BRUNO DE MELLO RAMIN MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"KX1'75`]\QJKCC1NJ$_1G/",4244908000100,SIM,VALDECI FREITAS DE OLIVEIRA SILVA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
H`L]*3XR=<?6#MEGDP0DW*,4529832000150,SIM,MESNE EMPREITEIRA DE MAO DE OBRA NA CONSTRUCAO CIVIL LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"E6[?+>&J87D+,/5A``M[6!",260778000130,SIM,PALMEIROPOLIS CARTORIO DO SEGUNDO OFICIO DE NOTAS,3034,SERVICO NOTARIAL E REGISTRAL CARTORIO,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"MJ""50ODD59/?07L`[S-+E%",10514795000100,SIM,ELIZA LUMIKO KITAHARA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
"NE"";4`KM]`5AAO\%N&/\D'",9513877000150,SIM,A E DO N PEREIRA & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,AZUL,INATIVA,SIM,NAO,NAO
F90EW;A@(<3MF5>.+9>QW),6111992000100,SIM,SANDRO ENEAS BECKER ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"NG3/T#'2$(,/!,/,=2WW""/",1086502000140,SIM,COMERCIAL ALL BABY LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"EHE2)O$^:4)BG+E&%^@Q!'",782804000190,SIM,UNIAO DE MORADORES DO POVOADO BOA VISTA DO CASSIANO,3999,ASSOCIACAO PRIVADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
IPAO:6PH8?/SD8KYMMT^<%,8717235000100,SIM,DECIO LUIZ BERTECHINI ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
F*66Q;T1UY!!!L=O+)%0M0,6199809000170,SIM,M TAVARES BOUTIQUE,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"KN-8C=SL(F;VT1^,(""05(!",11359618000240,NAO,LIMA & RIBEIRO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,NAO
"O_*21TRM2NH+#P_YOC9;N'",8631539000150,SIM,PARAISO DAS AGUAS REFRIGERACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
"K!:$.5$J5LK,(=\U=;R\+$",28531275000170,SIM,AMERICA SOARES DOS SANTOS,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"K;('X9C%65!3DAEI_""^54$",9007110000150,SIM,TAYNA CONSTRUCAO CONSULTORIA E EMPREENDIMENTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"P80./,D^@>+E_0_PKW5-*'",3024813000290,NAO,ODETE DE FATIMA CORREA ROSA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
IV$$FHY!XPL!!HH(O4%Y`),2762282000190,SIM,MOARES MAO DE OBRA E SERVICOS ELETRICOS LTDA ME SC,2240,SOCIEDADE SIMPLES LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
J&IFW#X\<N%0.S(LUCS0^!,2890579000130,SIM,DANIA ANA MATHEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"J+7P^R!@P,?YFH=L]W[UC(",15465142000100,SIM,MARIA JOSE VENAZ MEI,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,VERDE,INATIVA,SIM,NAO,NAO
"EO(&7O'"">Z$9\F@[9T7(=.",3784213000140,SIM,PARTIDO VERDE COMISSAO PROVISORIA MUNICIPAL,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO,ATIVA,PUBLICO,AMARELO,MEDIA,SIM,NAO,NAO
"B6]O.E-G,2&]J74+6+V,_%",5481258000170,SIM,ACACIA CONFECCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,AMARELO,INATIVA,SIM,NAO,NAO
"H+\`^-:TLP\1ZNKT,[AI`%",4245120000100,SIM,A O PORTELA DE SOUSA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"M+WK!""R$)AD4028DBZ3$S#",11695813000160,SIM,GERLAINE PAULA DE MELO CONFECCOES ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,NAO
"DKXZ2P@4Z4GINX'`YBWVA,",41026360000140,SIM,J S S MALHARIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"N`0NG""NHC](Y$6-Y:+>""""0",72129083001520,NAO,SUPERAGRO SA FERTILIZANTES E INSETICIDAS,2046,SOCIEDADE ANONIMA ABERTA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"O!)I""+:^[?='Y0$AJ4`[\$",2053345000210,NAO,BARBARA COMERCIO DE COSMETICOS E PRESENTES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"E47VXKN=O$ET>D$$*!LCM'",11448505000130,SIM,ROBERTO VASCONCELOS REPRESENTACOES COMERCIAIS ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
"OEW'D%/DA5GP`XQJBN?%T+",2536722000190,SIM,E SANTOS DA SILVA ALBINO ENSINO FUNDAMENTAL ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,LARANJA,INATIVA,SIM,NAO,NAO
"LJZ/T<3]'-`+;Z2$_2Y9&/",75923185002310,NAO,VALDAR MOVEIS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
