sk_regiao,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude
O<(HVI*[2V`(X_K=%=Q!L!,RUA MARTIN BURCHARD,265,03045020,BRAS,SAO PAULO,SP,"-23,5464292","-46,6175865"
"IK1C=B'!44KP%P^A47GRA#",RUA DOMENICO SONEGO,541,88804050,SANTA BARBARA,CRICIUMA,SC,"-28,6873796","-49,3813193"
BZ^&)E;S(N5/1N^5#KS3^/,RUA RIO GRANDE DO SUL,SN,84940000,VILA BARBOSA,SIQUEIRA CAMPOS,PR,"-23,6872493","-49,8260538"
"IJL2^7M&'7S=""4$Y)!DJ&$",RUA SAO MANOEL,2104,90620110,RIO BRANCO,PORTO ALEGRE,RS,"-30,0517754","-51,1994281"
"J*(6SA$XU/Q1:/X*H'1FH+",RUA VITALINO BATISTA DE ANDRADE,76,93214590,CENTRO,SAPUCAIA DO SUL,RS,"-29,8229742","-51,1570713"
AW61#Q94:V9NF3.+.<U:\.,AVENIDA JOAO PESSOA,540,95680000,CENTRO,CANELA,RS,"-29,3570065","-50,8075114"
"N!%6.$'@2=PKR'A+')A?:/",RUA EDUARDO COTRIM,517,27511010,LAVA PES,RESENDE,RJ,"-22,4726187","-44,4429557"
HL+UB$0G5KN1[)FK?7]`[%,RUA NEUZA BORGES CUNHA,10,37950000,CONJ H MONS MANCINI,SAO SEBASTIAO DO PARAISO,MG,"-20,9109406","-46,9870801"
H2.H^(*$@H&CO)/9`I6N*&,PRACA BENEDITO VALADARES,33,36950000,CENTRO,IPANEMA,MG,"-19,7995283","-41,7168497"
"JXM8T49=4-V6U797P3C9F,",RUA DONA PRIMITIVA VIANCO,1045,06010000,CENTRO,OSASCO,SP,"-23,5376238","-46,7759351"
"N-;<,LR:ZWGXOP[3YI4\N)",RUA DEZESSETE,71,31985180,DOM SILVERIO,BELO HORIZONTE,MG,"-19,8262571","-43,9286062"
"KE/:W&P,<&(%\3""TNRV>P,",ESTRADA DA QUINTA DIVISAO,84,09401010,B OURO F PAULISTA,RIBEIRAO PIRES,SP,"-23,6837783","-46,3436469"
"BSBA(!T@N2_PV,.@>94@/-",AVENIDA ALVORADA,3000,21853480,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,"-23,0013325","-43,3660535"
"HV@'%Q3?$IS_?=R;6%'-Y(",AVENIDA JUSCELINO KUBITSCHEK,3040,85853000,SEDE,FOZ DO IGUACU,PR,"-25,5170351","-54,5846339"
KG5<QN0!)(U9DZ6/YB=S20,RUA JOSE FRANCISCO LAURINDO,1966,88370573,SAO DOMINGOS,NAVEGANTES,SC,"-26,8786524","-48,6802543"
F/0BB+D<P-$E-.6)T./0&$,RUA DOUTOR PAULA E SILVA,625,86420000,CENTRO,CARLOPOLIS,PR,"-23,4268591","-49,719978"
DLZV#V_X:FSZO>@]C(N9(/,AVENIDA TUIUTI,1319,87040360,VILA MORANGUEIRA,MARINGA,PR,"-23,4166974","-51,905433"
"J10ZC>!<,X&$*]GCKVSP>0",RUA PRUDENTE DE MORAIS,764,14015100,CENTRO,RIBEIRAO PRETO,SP,"-21,1810742","-47,8094094"
"G)U)Z2/YHPX""CDN1@@&Z`""",RUA SAO CAETANO,241,01104001,LUZ,SAO PAULO,SP,"-23,5347626","-46,6306938"
"N4]>GU(7'GX<<G*M1Q<FJ*",RUA DOUTOR PEREIRA NETO,600,91920530,TRISTEZA,PORTO ALEGRE,RS,"-30,1104692","-51,2466352"
"O:+FIBA[%4N%_8DZ,D!U1%",RUA ENGENHEIRO ROBERTO MANGE,426,79005420,AMAMBAI,CAMPO GRANDE,MS,"-20,4686654","-54,626946"
H3<L\K_Q$JICW^W<5_%$9.,RUA MANUEL LUCAS DE OLIVEIRA,93,96030370,FRAGATA,PELOTAS,RS,"-31,7655394","-52,358426"
"NI96>SBY?8B@""I@[IS-QV0",RUA ATILIO BONOTTO,345,95300000,VILA NUNES,LAGOA VERMELHA,RS,"-28,2092212","-51,5256087"
NY=A0J[TWP@>J#&AL?FE`$,RUA COROADOS,263,94940070,VILA MONTE CARLO,CACHOEIRINHA,RS,"-29,9365722","-51,0860124"
A=U`SSXBE(E/96PMZ;G_2.,AVENIDA GENERAL NETTO,554,99010022,CENTRO,PASSO FUNDO,RS,"-28,2612222","-52,4081942"
DP1-R`JX+$4BU!@GO66P=$,RUA PRINCIPAL,SN,36820000,BOM JESUS,DIVINO,MG,"-20,6155413","-42,1479013"
D%H6O+%/T(;3BY!F7C;UR!,RUA ANTONIO BEZERRA,51,28540000,JARDIM DE ALAH,CORDEIRO,RJ,"-22,0150081","-42,3667954"
"K)7LP_ESM""'J;*#P2='<[*",AVENIDA EGIDIO FRANC RODRIGUES,170,75200000,N SRA DE LOURDES,PIRES DO RIO,GO,"-17,2925624","-48,2808382"
"G47L!28L9G(&`\;2""#=ZJ.",AVENIDA MACAPA,350,35164253,VENEZA,IPATINGA,MG,"-19,4690991","-42,5314675"
"HM9.,80J=':FDK1-N41IB*",AVENIDA CRISTIANO REIS M FILHO,817,27321740,VISTA ALEGRE,BARRA MANSA,RJ,"-22,5102889","-44,1958736"
"N&R`!&A-2'/4$OFX:5MYR$",RUA PROFESSOR ANTONIO AMARO,11,36500000,0,UBA,MG,"-21,1228179","-42,9444623"
"L&=%1Z<:D)#""+(&""!(`@1,",RUA FERNANDO FALCAO,780,03180000,VILA CLAUDIA,SAO PAULO,SP,"-23,5606155","-46,5870487"
"M4""I]^<N<.K6`P0.`F;5V$",RUA ANDRADE FERNANDES,97,05449050,VILA MADALENA,SAO PAULO,SP,"-23,544729","-46,7060488"
"GN<\\+W>(TAHHS""!:6<GI+",RUA DOUTOR FERNANDO ARENS,450,13160970,VILA QUEIROZ,ARTUR NOGUEIRA,SP,"-22,5759847","-47,1691736"
"E<R#D+V>`A#*IF).5G7>C""",BR 40,0,30670565,TREVO,BELO HORIZONTE,MG,"-19,9636049","-43,9987026"
"JXLT,P&:'X;A\1NP'94\N0",RUA UBERABA,86,38500000,LANGONI,MONTE CARMELO,MG,"-18,7342524","-47,5038039"
EZ=T45JI1]SZ^<BX(!K+R/,LOCALIDADE EST GUARUJA BERTNIOGA,SN,11410000,PRAIA DO PEREQUE,GUARUJA,SP,"-23,9949104","-46,2568758"
DX67AL;WH<BZW7D\R>>XG&,RUA SAO JORGE,40,07114350,JARDIM SAO JORGE,GUARULHOS,SP,"-23,532825","-46,5644398"
M4^(1)3Q]9A3/?E#LGA&%&,RUA MARIA DAFFRE,338,03150020,QUINTA DA PAINEIRA,SAO PAULO,SP,"-23,5848899","-46,5882784"
"BVP44:F^19<0#K'8,)#(U-",AVENIDA DONA MARIA ELISA,500,13405190,VILA REZENDE,PIRACICABA,SP,"-22,7157471","-47,6556207"
"O*IM*^E,#XM#H4]2&)OD.!",ESTRADA MUNICIPAL PACAEMBU MIRANDOPOL,SN,17860000,0,PACAEMBU,SP,"-21,5587453","-51,2621469"
"O$)@NF`7W!OC'Y.S@#L*[$",RUA SILVA JARDIM,1,16010340,CENTRO,ARACATUBA,SP,"-21,2076121","-50,4369317"
M-(RP[!Y<B[P.5?IH&D)C0,RUA PAULO DE AVELAR,1175,02243010,VILA DOM PEDRO II,SAO PAULO,SP,"-23,4915703","-46,5992602"
LZV0DA2.M5O!DJM@GTR5T%,RUA DOS ANDRADAS,241,01208000,SANTA EFIGENIA,SAO PAULO,SP,"-23,5381139","-46,6382136"
H=&3;ZTL<9);T0`=+51&%(,RUA THALES SANTOS FREIRE,923,09772040,BAETA NEVES,SAO BERNARDO DO CAMPO,SP,"-23,6849417","-46,5451838"
"NJ0`""9XJ@+5KPDH%=EEK#""",RUA JOAO FRANSNER PIONEIRO,450,89260160,CENTRO,JARAGUA DO SUL,SC,"-26,4822209","-49,073477"
MXHLB)H/*]3B$=1O:*\#R/,RUA 13 DE MAIO,626,17300000,CENTRO,DOIS CORREGOS,SP,"-22,3677944","-48,3836951"
"BN]9-K,9ZAZHE$,""(ZF,3'",RUA PEDRO NOEL,104,04703030,JARDIM DAS ACACIAS,SAO PAULO,SP,"-23,6213276","-46,6928432"
G1SB]09IADSM3P3_)Z.UU/,RODOVIA PRT 280,SN,85525000,MARIOPOLIS,MARIOPOLIS,PR,"-26,3569408","-52,5541594"
NKBUTU]0DX1;SQI\X^/\.$,RUA MOZART PINTO,336,62700000,CENTRO,CANINDE,CE,"-4,3585018","-39,315496"
"OD`1W-.$-2I:[)\,'V>(O/",RUA ASSUNCAO,366,25075090,JARDIM VINTE E CINCO DE AGOSTO,DUQUE DE CAXIAS,RJ,"-22,7869796","-43,3046776"
"DE>H@<#6Z^U.<%;`1^K=2""",RUA CARMEM PONTE MARCOLINO,815,25635240,ALTO DA SERRA,PETROPOLIS,RJ,"-22,5302882","-43,1789466"
NZ;6]/)6[J[EXA4;RP12Y0,RUA DEZOITO DE DEZEMBRO,137,32341470,NOVO ELDORADO,CONTAGEM,MG,"-19,9298665","-44,0586907"
"FD3^9#T-"",#>2+-6'7CXC+",RUA XV DE NOVEMBRO,3280,15042102,CENTRO,SAO JOSE DO RIO PRETO,SP,"-20,8143227","-49,381423"
"O*:5N\IIB?@H.8TPV[[ML""",RUA JOAO IRIA NOGUEIRA,38,37800000,VIL A SANTO ANTONIO,GUAXUPE,MG,"-21,3149956","-46,7077546"
"I*@,?S>>*\,$;/`YC&;OO'",AVENIDA JOAO VALERIO,148,69053080,NOSSA SRA DAS GRACAS,MANAUS,AM,"-3,1067361","-60,024834"
"JEA=,Y*_I::-_2)IAAB)5-",AVENIDA MEIRA VASCONCELOS,150,55720000,CENTRO,JOAO ALFREDO,PE,"-7,8624387","-35,5907807"
"A:E'.AP$!4.[?^!JR&8X1%",RUA DOUTOR CEZARE ARDIZZONI,156,95043210,NOSSA SENHORA DE FATIMA,CAXIAS DO SUL,RS,"-29,1634031","-51,1796683"
CQEOL7L(AGM\MDY4/!OOZ&,AVENIDA AUGUSTO DE LIMA,744,30190001,CENTRO,BELO HORIZONTE,MG,"-19,922907","-43,9430718"
N*F?S^12&BV??/OM]+!!3$,RUA REBOUCAS,484,86060330,0,LONDRINA,PR,"-23,3059051","-51,1778554"
P1N-2HPM2\5#;RN^4B3H_*,RUA 14 DE MARCO,30,40301155,URUGUAI,SALVADOR,BA,"-12,9244366","-38,4380919"
"OZ)>&%TQ_ILPHMS<$L'/)&",SOLDADO SUL,0,70310500,ASA SUL,BRASILIA,DF,"-15,7942287","-47,8821658"
"AE%5WO=]!RH""WPYO?GS*'%",AVENIDA PADRE ANTONIO,1025,89874000,CENTRO,MARAVILHA,SC,"-26,7713085","-53,1838481"
"B(%E.L""AIME:."")*1'7>^)",RUA JAIRO DE ALMEIDA MACHADO,50,02998060,JARAGUA,SAO PAULO,SP,"-23,4437336","-46,7287099"
I%70J07#ZD(`;9]:(X:C%0,RUA PROJETADA,27,55845000,CENTRO,BUENOS AIRES,PE,"-7,7209175","-35,326279"
L_FQ>.MJHW;HWASDK!8CN0,AVENIDA INDEPENDENCIA,489,13276030,VILA OLIVO,VALINHOS,SP,"-22,9748553","-46,9958566"
"L&DE0<8Q7S""%SZ<T<JQMY*",PRACA MERCADO PUBLICO,103,59790000,CENTRO,GOVERNADOR DIX SEPT ROSADO,RN,"-5,3972234","-37,5108091"
"L)([=O6""TR5I)D8J$DX(7+",RUA JOAO JANUARIO AYROSO,1768,89253100,JARAGUA ESQUERDO,JARAGUA DO SUL,SC,"-26,5043763","-49,0959788"
"O\T2X&NNU`8Q""':4B1FX4#",AVENIDA MAJOR JOSE ANTAO,280,59327000,CENTRO,SAO FERNANDO,RN,"-6,3790283","-37,1831609"
"E?&/C=#<I/FXLKBK*($]X'",RUA LAFAYETE BERNARDES,38,29300787,GUANDU,CACHOEIRO DE ITAPEMIRIM,ES,"-20,8467722","-41,1196502"
J.;!TEL+:C)\I^^0R0TF5!,RUA FORTALEZA,280,96845630,VILA SCHULZ,SANTA CRUZ DO SUL,RS,"-29,7235883","-52,4469411"
"EV)/[R'H(/.,""\!A,Y-KX!",RUA JOSE PAULINO,680,01120000,BOM RETIRO,SAO PAULO,SP,"-23,5283709","-46,6404015"
"KF_/I'DD&A#C8L_E:1^8C""",RUA RENATO ANDRADE,4431,64010640,MOCAMBINHO,TERESINA,PI,"-5,0224423","-42,8148703"
"F*Y.2/=F/8.523'+E""RHV+",RUA CORREDOR DA MINA,SN,96445000,CENTRO,ACEGUA,RS,"-31,8675402","-54,1631621"
"OWR+7AP3;ET'#+H4IC(380",AVENIDA JOAQUIM RIBEIRO,2050,64001480,PICARRA,TERESINA,PI,"-5,0966043","-42,8030851"
A!R.B2*3X6I&6($]/[?)4&,SITIO SAO FRANCISCO,SN,13720000,ZONA RURAL,SAO JOSE DO RIO PARDO,SP,"-21,5957703","-46,8877455"
K?MCLWJ2:R&NA=P.%I\5G0,RUA PROFESSOR GERALDO MALTA,860,14402420,JARDIM PAULISTANO,FRANCA,SP,"-20,5417731","-47,4197113"
K##)FR]=L[;&#B>%K]4[?*,RODOVIA BR 60,0,72940000,ZONA RURAL,ABADIANIA,GO,"-18,6101882","-52,2952361"
"AY],//;HY,\9V?SP""R@YS""",RUA CAMPOS SALES,874,35040090,SANTA RITA,GOVERNADOR VALADARES,MG,"-18,8997195","-41,981941"
"CY7FK<GXG:VE'QT5%**-5&",AVENIDA ARACAJU,1661,76908323,NOVA BRASILIA,JI PARANA,RO,"-10,8919646","-61,9196141"
"AVX1TC[:W0""F=6E.E8SEX0",RUA BENTO VIANA,255,80240110,AGUA VERDE,CURITIBA,PR,"-25,4508388","-49,2817812"
EOQ9.>@7D+#1I3U/O(A[C+,RUA SERGIPE,412,78065320,JARDIM PAULISTA,CUIABA,MT,"-15,5656666","-56,0515736"
"H%5'3,1201)\\KV96JU9O'",RUA RUI BARBOSA,270,13974340,SANTA CRUZ,ITAPIRA,SP,"-22,4371323","-46,8251266"
D.[KP[-9G)H=];0O55)#A$,TRAVESSA SAO PEDRO I,22,49069210,PORTO D ANTAS,ARACAJU,SE,"-10,9118286","-37,0590622"
"E?28WQB6^-+W',3(`1(.V$",RUA H,71,45607432,NOVO SAO CAETANO,ITABUNA,BA,"-14,7883209","-39,2878575"
A)^DKU80V(*D\N=IC<^SB.,RUA CACIMBINHA,31,07272250,PIMENTAS,GUARULHOS,SP,"-23,465644","-46,4178705"
"H0`)I<M,(MFET4$S#;=9.+",CORONEL ANTONIO AUGUSTO DE SOUSA,422,36772000,VILA TEREZA,CATAGUASES,MG,"-21,3922324","-42,694043"
"OHN`F,LH9^=U,HO^.,G12$",RUA JOSE CORIOLANO,511A,63700000,CENTRO,CRATEUS,CE,"-5,1765463","-40,6700191"
"BRD_8F3)F?QFY;UAS*(X\'",RUA CANCIONEIRO POPULAR,210,04710000,SANTO AMARO,SAO PAULO,SP,"-23,6303343","-46,6946858"
"FVY#TLU$3E7Q.?HZY/+'(""",RUA SAO PEDRO,661,13880000,CENTRO,VARGEM GRANDE DO SUL,SP,"-21,8299165","-46,8915644"
"DQ<B354%*P3D]""\.]42LP$",RUA JOAO ALFREDO,514,68420000,CENTRO,MOCAJUBA,PA,"-2,5920149","-49,4832097"
"FB""X#T:_;N0XS$HOWLU)N)",RUA JOSE GUSTAVO LONARDONI,101,78745847,RESIDENCIAL ACACIAS,RONDONOPOLIS,MT,"-16,4654757","-54,6387229"
"O6DP^D%S(F+F8,N__WN-(%",RUA BANDEIRA PAULISTA,87,04532000,ITAIM BIBI,SAO PAULO,SP,"-23,5802041","-46,676947"
"CB\,N;&?ER0'$&I,5?P4''",SITIO LAGOA REDONDA,SN,63515000,ANTONICO,QUIXELO,CE,"-6,2467677","-39,2014183"
ET;N/>AX.H.29N)9F/?J*0,RUA PIAUI,891,35500034,PROL PARQUE JARDIM CAP SILVA,DIVINOPOLIS,MG,"-20,1389612","-44,8985377"
"G^`!,,9N5]1(FN5CJ*:&2#",AVENIDA ANTONIA SPINOSA MUSTAFA,1478,79760000,CENTRO,BATAYPORA,MS,"-22,304397","-53,2680218"
"B')!&RZE=E]BU-C=[Q#>H#",RUA APOLINARIO ALVES,114,18590000,CENTRO,BOFETE,SP,"-23,1014931","-48,2567231"
"K:KC?""-SL3W(0J+FL2GQA0",RUA ARARITAGUABA,610,18540000,CENTRO,PORTO FELIZ,SP,"-23,2178158","-47,5314559"
"AX2NUG@0=^#""_WL=H!,3R+",RUA JOAO CORAZZARI,196,13280000,CENTRO,VINHEDO,SP,"-23,0298891","-46,9732109"
"JRHP)B./E)AZ'^55`&3>Q+",RUA PROFESSORA ARACY CAIXETA BARBOSA,130,13059039,JARDIM FLORENCE,CAMPINAS,SP,"-22,943542","-47,155436"
KVULMJ=E?2DT1_VU6#H>?#,RUA LIGURIA,200,05796100,JARDIM VALE DAS VIRTUDES,SAO PAULO,SP,"-23,650342","-46,7716251"
"P&QP,I(D84)C0=JN?#6`!'",AVENIDA CINCO,346,32370520,CONJ AGUA BRANCA,CONTAGEM,MG,"-19,9523586","-44,031622"
"GGY]&O&D!5OT94_M^.""7T-",AVENIDA AROEIRA,587,76350000,CENTRO,RUBIATABA,GO,"-15,1620113","-49,801501"
G[BL9*+A.AGNVC5-6&H@C!,0,0,0,0,Estado Nao Informado,Estado Nao Informado,0,0
"I7J;.9'F=:`X`V8$&S@;U,",RUA DOUTOR JOSE PEROBA,297,41770235,STIEP,SALVADOR,BA,"-12,9846893","-38,4504573"
"A=8\O7#>D=.QA>^?$\G4Z""",RUA QUINTA DA MAGNOLIA,272,03582100,JARDIM IPANEMA CIDADE LIDER,SAO PAULO,SP,"-23,5582442","-46,498017"
"B7RDOL%;P$/]=F;GW'7R-,",RODOVIA BR 277,6980,83605420,JARDIM BELA VISTA,CAMPO LARGO,PR,"-25,4590406","-49,5319994"
AR#Q&)-3\=S33.W5?`***),RUA CORONEL ALEXANDRE MAFRA,222,83280000,CENTRO,GUARATUBA,PR,"-25,8807121","-48,6016188"
"AC,""&;!(R?-'CHBD46[L\(",RUA CORONEL ESTEVAO FRANCO DE GODOY,635,13930000,DAS PALMEIRAS,SERRA NEGRA,SP,"-22,6020998","-46,7047295"
K%1L*V&&$SAD-*;0C\ILI#,RUA PEDRO LUDOVICO TEIXEIRA,SN,76110000,CENTRO,TURVANIA,GO,"-16,6080951","-50,1235599"
"P!?5`K]A!A#MG:.^22.)C""",RUA CONEGO EDUARDO ARARIPE,310,62870000,CENTRO,PACAJUS,CE,"-4,1636026","-38,4694221"
"H56Y,9-=+MOP>X-O-;E9>.",AVENIDA FRANCISCO ELISIARIO,77,13070733,BONFIM,CAMPINAS,SP,"-22,9021999","-47,0740447"
"ECN,>J11Y5N=VJ5""-+()D$",RUA BRASIL,325,19830000,CENTRO,ECHAPORA,SP,"-22,4319155","-50,2096328"
KW`;(O#4UB/`[=<JL.P$C#,AVENIDA ALFREDO LISBOA,1168,50030150,BAIRRO DO RECIFE,RECIFE,PE,"-8,0564474","-34,8696109"
G(-O;J9WMQ9$D!:SNZX07*,RUA FEIRA,1221,44006052,MUCHILA,FEIRA DE SANTANA,BA,"-12,2316615","-38,9638302"
"HSK/(&(),]+'BHHM<M$%R-",RUA LIZANDRO NICOLLETTI,228,29040660,JUCUTUQUARA,VITORIA,ES,"-20,3101393","-40,3213947"
"CL'OF$.)Z&QV%N0^VG@;`'",AVENIDA DEPUTADO ELISIO MAIA,400,57445000,CENTRO,SAO JOSE DA TAPERA,AL,"-9,5439311","-37,3841501"
"FQ92GX$W8U1*Y9M_@+`*\,",RUA FRANK GARCIA,41,04342090,JABAQUARA,SAO PAULO,SP,"-23,6323663","-46,6478138"
"E@Q&6JI[_(5P6)_[F^1`2""",TRAVESSA GUAIO,145,08674150,CENTRO,SUZANO,SP,"-23,5382603","-46,3124862"
"M/*G!/O<))[W)>H>OSZ21""",RUA MALMEQUER DO CAMPO,112A,08265380,GLEBA DO PESSEGO,SAO PAULO,SP,"-23,5818676","-46,4531448"
"JQJ2>V!']FDQ'Z2F!""T>8$",RUA REDENCAO,211,98500000,CENTRO,TENENTE PORTELA,RS,"-27,3749714","-53,7534057"
"D3JH?HY608`6""&<MF\_U6*",RUA JALES,44,18401110,VILA APARECIDA,ITAPEVA,SP,"-23,9736568","-48,8706435"
"AU\1)PT(,\Y^%M1>]^0C_-",RUA DOS TIMBIRAS,715,30140068,FUNCIONARIOS,BELO HORIZONTE,MG,"-19,9291839","-43,9300791"
IV6@1!)X$3>D)DFVH`2_1!,RUA MILTON DE OLIVEIRA PENIDO,138,35685000,PIO XII,ITATIAIUCU,MG,"-20,2045046","-44,4203987"
"NW]]V""`R5;#*:Y)1<W!KW-",RUA CANDIDO MENDES,1125,68900100,CENTRAL,MACAPA,AP,"0,0361514","-51,0506262"
"O,3X2,JGA'L=L#/CV7]B""'",AVENIDA TREZE,53,75550000,JOSE APARECIDO,INACIOLANDIA,GO,"-18,4701857","-49,9870457"
"N+)1->4'J\>E4*BB,;CW/&",AVENIDA BRASIL,424,13806001,CENTRO,MOGI MIRIM,SP,"-22,4285356","-46,9566883"
H.`E(E35X2?<B5.I9GV*/+,RUA HUMBERTO SERRANO,766,29101460,PRAIA DA COSTA,VILA VELHA,ES,"-20,3472725","-40,2876374"
HJY[-5W5.B5@N:\;)0$@#+,AVENIDA GENERAL ATALIBA LEONEL,2166,02033020,CARANDIRU,SAO PAULO,SP,"-23,4965756","-46,6104678"
"D(`3:,LHQ_7LU\.IJ1&Y$""",RUA CORONEL TAMARINDO,3849B,21840446,BANGU,RIO DE JANEIRO,RJ,"-22,875067","-43,4573321"
"MGM/JTLD]/3'#.PVVV=H(.",RUA ESCOCIA,252,01450000,JARDIM EUROPA,SAO PAULO,SP,"-23,5788108","-46,6837847"
"C0Z0#^ML@""@@]E_)`[H5+""",RUA JORNALISTA ARNOBIO VALENTE FILHO,59,57052497,GRUTA DE LOURDES,MACEIO,AL,"-9,6249568","-35,7282941"
"EYN\T33BQH#)^^.=%1)H:""",RUA TERENCIO COSTA DIAS,300,18052200,JARDIM BERTANHA,SOROCABA,SP,"-23,52978","-47,498772"
"K(?XR#E8A9(6:.;NI]8'U&",SITIO DA NORMA,SN,18400970,AREIA BRANCA,ITAPEVA,SP,"-23,9793102","-48,8768997"
"K_&UN\T]O/<!F""AX_1\Q8#",RUA SANTO ANTONIO,75,65010590,JARDIM SAO CRISTOVAO,SAO LUIS,MA,"-2,6049266","-44,1919345"
"HC=%C""'FGZB0ICM3A-1<]!",AVENIDA DOMINGOS DE ALMEIDA,1551,96085470,AREAL,PELOTAS,RS,"-31,755047","-52,3197488"
"LA233RM""X"";O*^9:3Q+=[-",AVENIDA BRASIL,2056,89249000,BALNEARIO ITAPOA,ITAPOA,SC,"-26,1080684","-48,6031615"
"C&YDO?'""M0%7QWB*E.$MH&",RUA GENERAL OSORIO,265,01213000,SANTA EFIGENIA,SAO PAULO,SP,"-23,537064","-46,6409004"
"EG&9-DF6J#W5Y96'RF""K-.",AVENIDA MARACHAL RONDON,0,68170000,CENTRO,JURUTI,PA,"-2,1532974","-56,0872325"
"AVF75&LWW/M%R!R2EX,_H0",RUA CARLOS GOMES,1761,14160530,CENTRO,SERTAOZINHO,SP,"-21,142785","-47,986358"
"D[\9EE,`JN""<6OW/1<Z+.(",AVENIDA SAO JOAO,607,12322000,SAO JOAO,JACAREI,SP,"-23,3097427","-45,9845393"
"M'4(>C\V%L20Z8C`]%,O[$",RUA ALFREDO GUEDES,1949,13416900,HIGIENOPOLIS,PIRACICABA,SP,"-22,7367254","-47,6463243"
FO&*2C5DN3D]4D$R@_]GQ$,AVENIDA PRESIDENTE KENNEDY,1333,88101000,CENTRO,SAO JOSE,SC,"-27,6020467","-48,6171561"
"N5ZB.:B]7]H[!!IN9J#.""(",AVENIDA JOAQUIM SOEIRO CARVALHO,725,65590000,CENTRO,BARREIRINHAS,MA,"-2,7520454","-42,8265973"
E^4(D@A;6TRL%=TZ:!LMY&,RUA PIMENTA DE PADUA,646,37950000,CENTRO,SAO SEBASTIAO DO PARAISO,MG,"-20,9317612","-46,9836849"
D84(^1(B_^KK@/Z??G1.R%,RUA QUEZON,34,93544540,CANUDOS,NOVO HAMBURGO,RS,"-29,7045276","-51,0942278"
"BJJREN3PMG""A*^6/L0;Z*/",RUA P,5,13506860,VILA PAULISTA,RIO CLARO,SP,"-22,4200966","-47,549916"
K/Q`^@\K\`MJ.:[6RQ*ID-,RUA SAO JORGE DE TANCREDO NEVES,330E,41207599,TANCREDO NEVES,SALVADOR,BA,"-12,9516465","-38,4455309"
"OP'3]&=?,4)GJ1(+:4&H!'",AVENIDA ADOLFO PINHEIRO,1000,04734002,SANTO AMARO,SAO PAULO,SP,"-23,6449982","-46,7000419"
"KA(*,_B7/AA$NE^3W5\9#(",ESTRADA PARA PIRAPOZINHO,SN,19023430,AEROPORTO,PRESIDENTE PRUDENTE,SP,"-22,121126","-51,393006"
B4:NP*&?B@TE:FIV`MVDL),ESTRADA FAZENDINHA,341,06364000,JARDIM OLINDA,CARAPICUIBA,SP,"-23,5635779","-46,8382415"
"G6:&8+A+]:J1$'H&^4P(5)",RUA ECHAPORA,138,13401558,PAULICEIA,PIRACICABA,SP,"-22,7513072","-47,6501823"
JHL_-20C)T<&;*-[ERVG9+,RUA PAJUCARA,95,02867080,V PENTEADO,SAO PAULO,SP,"-23,4686696","-46,6826919"
"KL[MIYZXU'1I<_=3O9%Y2'",RUA PISANELLO,173,05878150,PARQUE INDEPENDENCIA,SAO PAULO,SP,"-23,6894207","-46,7867895"
P@C.TD!PSP[^&*PVR(G]P.,RUA SAO FRANCISCO,315,39400048,CENTRO,MONTES CLAROS,MG,"-16,7240737","-43,8644719"
L$]/\H)!;Z<NG.?!W%+-=$,AVENIDA DOUTOR PAULO MOUTRAM,592,13208360,JARDIM PAULISTA I,JUNDIAI,SP,"-23,2031339","-46,8959159"
"N2'=Z7O41$\3(""OYJ0\^=&",AVENIDA SAUDADE,37,13280000,JARDIM EMILIA,VINHEDO,SP,"-23,0283263","-46,9793687"
"KH5_H7'EXG3ORA`G<L`\:.",AVENIDA PRESIDENTE TANCREDO NEVES,786,32400000,PALMARES SECAO 1,IBIRITE,MG,"-19,9919419","-44,0684354"
"ODCA.Q.,%YH+&[F^!>X7=!",RUA JARAGUA,804,74515040,CAMPINAS,GOIANIA,GO,"-16,6741294","-49,2947533"
"NII*98*%53D9MF:K,GA]Q*",RUA PRINCIPAL,SN,39300971,CENTRO,SAO FRANCISCO,MG,"-15,9675851","-44,8537452"
"ETQUI`6T('/9'Y1%0A5WR,",AVENIDA DOS IMIGRANTES,352,78275000,CENTRO,RIO BRANCO,MT,"-15,2417427","-58,117242"
"L-`""'6HGCUK7^W]-7A'$<-",AVENIDA MIRIM,56,06429140,RESIDENCIAL DAS ESTRELAS,BARUERI,SP,"-23,4906051","-46,955992"
"H!6-Z<9R""HP#CPRB%7IQJ(",RUA CALDRE E FIAO,479,90660110,SANTO ANTONIO,PORTO ALEGRE,RS,"-30,0648263","-51,2014093"
"IIHG7:.284""-LM3YSJ=E1(",RUA ENOQUE MARTINS,243,62815000,CENTRO,FORTIM,CE,"-4,4618868","-37,8019375"
"E`(4[%ZH=*`9WP""E"",>*A*",AVENIDA BRIG FARIA LIMA,1191,01489900,JARDIM PAULISTANO,SAO PAULO,SP,"-23,5680311","-46,6924098"
IA/XT%\TBDS7E7:EVT7IU%,CLS 102 BLOCO B,SN,70330000,ASA SUL,BRASILIA,DF,"-15,8023159","-47,8889784"
"OVNS""S>Q,""NC8UFKA.&<K#",RUA PADRE PEDRO,179,39390000,BOM FIM,BOCAIUVA,MG,"-17,1069267","-43,8150433"
D=%5?\`5):N$5!6]#?\-5$,RUA ANICETE LIMA,34,49260000,CENTRO,UMBAUBA,SE,"-11,3811601","-37,6613985"
