sk_cnae,cnpj_cnae,cod_ordem,cod_ramo,desc_ramo,chave_cnae
M^C5:J38?%ZT+.0X.KH90+,01686022000110,0,4929901,"ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
"B#K_%_X*G8(""Z""%A&46_6$",00240897000120,0,4633801,"COMERCIO ATACADISTA DE FRUTAS, VERDURAS, RAIZES, TUBERCULOS, HORTALICAS E LEGUMES FRESCOS",46
"M\4/5,Q74""L3R0NJ;;G<+#",05762611000190,0,4929902,LOCACAO DE AUTOMOVEIS SEM CONDUTOR,49
BOO9+F3SJ84-=3.@_U8N6%,13971079000140,0,4541205,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS,45
"B$8EQ--(2R(TH[054&=6'%",78228640000140,0,4120400,CONSTRUCAO DE EDIFICIOS,41
"IA8DW<]JI'45S9.3AG""C""!",14740482000120,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,96
OH:7O=!3LRMBH&EA_L2)7!,15400426000100,0,4772500,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,47
"L4N^2?_6-Z4GN)S<,:05=*",12254932000140,0,111302,CULTIVO DE FEIJAO,1
F+LE;)RY>I<T4C]SQ>[0)*,52251956000160,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"BG7#[&*S2()6?:A:L,5A2-",13234831000170,0,1340501,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,13
"C^A^0T;-@D6`'>U/BR&UE+",01192642000100,0,4921301,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL",49
"GMSO[KK8T3%.,R)::TXJ!,",05425450000140,0,1521100,"FABRICACAO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL",15
IK31T`*V%-YIF)-0GV2-6.,13901059000100,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,47
"NE$2O2,-4#3`""-$7.BXF-+",13786583000170,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
"O@JYCMN%;&'S]P$`6%3""@)",15668675000180,0,2319200,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,23
"BZ@)H(HM?3_CG+>X#&""LA*",15180770000130,0,4923001,"ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES",49
"N9?0NX,8;&R7>'W84^C'0)",10599810000160,0,4721102,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA,47
"L8WJ6&D!\D!8TI<B)N$M5'",06004435000190,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
J`F8F33^K<O;Q/D^^$`\W&,13496372000100,0,3299099,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO,32
"JM.3!'5#<`Z(T\,[MJEHT'",14496844000180,0,3321000,INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS,33
"H=V?A2(S0EW4;-VE9SN?(""",54814363000190,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"N&+:!80C`""?+I#L9;%M4[(",11625346000100,0,159802,CRIACAO DE ANIMAIS DE ESTIMACAO,1
"K1$=-<@C'UTU%N12Y`1-L""",96221445000170,0,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47
"D7Z9<IY=NPD9'NXB,B;[`/",13916014000100,0,4321500,INSTALACAO E MANUTENCAO ELETRICA,43
"F#*S`*X;#^],>!9-7E""""2$",40869562000190,0,2330301,"FABRICACAO DE ESTRUTURAS PREMOLDADAS DE CONCRETO ARMADO, EM SERIE E SOB ENCOMENDA",23
L=I<BOX5X95;62*<]UN4%%,29356458000160,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,47
EV+J[=^@91G`28H?;H.3/-,61479820000100,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"L%X6NTNH?NJ4:KLN'^H+.0",85134807002890,0,4623109,COMERCIO ATACADISTA DE ALIMENTOS PARA ANIMAIS,46
"LI8X8T^BJ4]2%'6KI_*\!*",16518117000100,0,5590603,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,55
HYJC`KY95CTJ4H1JQ>WL%),09166938000150,0,4687701,COMERCIO ATACADISTA DE RESIDUOS DE PAPEL E PAPELAO,46
"C0*)V0>-N1N+G;F1KT_&_'",34023945000140,0,8112500,CONDOMINIOS PREDIAIS,81
"M87D%'$-_DU,<""0BE3+A5""",53305389000140,0,321301,CRIACAO DE PEIXES EM AGUA DOCE,3
"P)4OWEL%-V>[`G!&]#3%,'",42825778000180,0,4711302,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS",47
"N-,^OA#G`\G0Y8I-%6DD?'",33930991000160,0,4530701,COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
P]W6-QPVL*S<RHCB(AJ:10,73291296000200,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",47
G;S\+IGDDTV%LAN%>[WGY-,15048831000100,0,3311200,EDUCACAO PROFISSIONAL DE NIVEL TECNICO,33
J?3OX$%V;G_CRE-UP9SM:#,38862017000120,0,4782201,COMERCIO VAREJISTA DE CALCADOS,47
"P#'<GLG*LMAS'E"");@I""^.",05627075000110,0,4744002,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
M()=?.ABFOI]1(62O#QZ0(,07714326000120,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",47
"EH;3-,^!<9EY-7Y4J4?1%)",70360862000100,0,4530704,COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES,45
"JLB]2N:""NAU-H)EZ+F`9##",03017569000310,0,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",82
O.DO6$D->`M`1$.P#VKZD%,51747848000110,0,4755501,COMERCIO VAREJISTA DE TECIDOS,47
"O'\FF/<%QPZH,=9%R""EO@%",15216859000100,0,7319002,MARKETING DIRETO,73
"GP>:R/N,M@C4>I96JXBF<,",13039643000190,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"NM)59^Y;<ZJW%&@6=;I""]+",05598914000110,0,4743100,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
"P7<]3\VG#H,#<*65ZK5\J%",11384903000130,0,4782201,COMERCIO VAREJISTA DE CALCADOS,47
"A8^$M(YOW),WK#.:NU!#A'",11687658000130,0,8219999,PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE,82
"K3SX93[!YVF'TI#RAFP4,!",07838933000100,0,4712100,COMERCIO VAREJISTA DE CARNES  ACOUGUES,47
"MZT(^G6`H3PQ4N[_'%P\Q'",11558770000170,0,7420001,"ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA",74
"D;""X)DX4RT4=<:?'.PST9!",12232941000130,0,4759801,"COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS",47
"C)&05Q@<EJCQ0;A%<HU1Y""",28538130000100,0,2949201,FABRICACAO DE BANCOS E ESTOFADOS PARA VEICULOS AUTOMOTORES,29
C.SB_)?^]23O+#S)=](*/.,04846542000130,0,4120400,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,41
"D()%CMY,1!LZ:JVATML/+#",07944455000880,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"J*.:B207$5!G]>_=X0R34,",19895424000190,0,8550301,ADMINISTRACAO DE CAIXAS ESCOLARES,85
"M3X0SGO`[K'%S@;N+YRR+-",94153525000100,0,8130300,ATIVIDADES PAISAGISTICAS,81
CU[?11+X%S_(<.D7/JMK)),67744805000110,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"F&?OE-@T'W0`.4!+^:IK^*",67166678000110,0,9609202,AGENCIAS MATRIMONIAIS,96
"GU_<]]BD\,^C/,DAF_@^3/",04435245000100,0,4761001,COMERCIO VAREJISTA DE LIVROS,47
D>QEFI6X/W;J^5S8NW.[N0,02246458000150,0,4782202,COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,47
"JCC.,+$!'C0G'?\'C7:K%*",04611923000130,0,4753900,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47
"I>9:MHC>H0UG-@+8>'3JH*",96715610000140,0,161001,ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE,1
"A7BZ&C@R""FD*\Y*'.BT@8$",08415567000130,0,4110700,ALUGUEL DE IMOVEIS PROPRIOS,41
"MAIV&^[_'L2Z9L;(<6J`[,",11249768000110,0,4120400,CONSTRUCAO DE EDIFICIOS,41
J!HQ9>#/BDNH?/\F%DY\E!,17184037032070,0,6422100,"BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL",64
"KX)'`7@&25K?).O:`""U)T""",03145266000110,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
B^:.@!A+L3_JWO34`B@HA*,02590454000780,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",14
"K\/UW0RFN7M""UBR)T5UXF*",10727037000170,0,3319800,MANUTENCAO E REPARACAO DE EQUIPAMENTOS E PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,33
"O!W-[$-PA""TM&JS:!.1(+-",04299181000150,0,6821802,CORRETAGEM NO ALUGUEL DE IMOVEIS,68
LF>-=[*1NG.A4H&I]*7G*0,03045003000130,0,4520007,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
"D`'UXH3T_'M`D>Y7*`LO20",07394265000160,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
"L,[T5<M0V^R[X?>=ZE82B.",02378722000100,0,8112500,CONDOMINIOS PREDIAIS,81
"M=[$;I%3""%@>\VROBYP3P""",05686182000110,0,1610201,SERRARIAS COM DESDOBRAMENTO DE MADEIRA,16
"M*,\""75""OY7=`(\K2_H#-&",16612440000130,0,4789004,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO,47
"D;3HY*09/FM>^2S`\AC$H'",15801143000170,0,9430800,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
K6&<>;?2Z:/%DGOVX]G$E%,09793241000100,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"B;0LZ'KO[1R]]\""N)YY1_""",00401668000140,0,4120400,CONSTRUCAO DE EDIFICIOS,41
"NQVZU52M'MPM*3`'.:+*N!",00470282000190,0,7739099,"ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR",77
"CP$RI\[F"";)VO!*NX+U[7'",26448357000120,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"J@$<A""7RA(W^7]#$(_LPR&",05539110000140,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"I0#_9\,W.O/B&YS#&NO\P%",45022217000130,0,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,47
"G%S>`K)<X:KNY1,SJVF=E*",34028316755090,0,5310501,ATIVIDADES DO CORREIO NACIONAL,53
"MO;<&3!>YS@JE(!I'CBA9""",04339478000100,0,4924800,"ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, MUNICIPAL",49
"KA-&M13E^CS_F_W&,*BSU%",13289308000140,0,4330404,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL,43
D*`0^YZA89E28XF%:GO*%!,01702172000170,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"E""1I+T,TI#/M*193`65Q-,",05208054000160,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
B`ZSVC<#R`H<=!R<32@A4/,09151222000180,0,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
B5QZH01LF@5ARE!EJ@3U\*,09209066000160,0,8112500,CONDOMINIOS PREDIAIS,81
"I#""_3ZD@P>TE=*AQ<1W"":*",70162821000100,0,4771702,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, COM MANIPULACAO DE FORMULAS",47
FL.W74&W3RS?ST[[53)-W(,02007395000260,0,4761001,COMERCIO VAREJISTA DE LIVROS,47
N!!3(\PIW#3[PDZ`+F?I-+,60746948296720,0,6422100,"BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL",64
"G*""]AJ<H[[!OD<A?M(FI_'",01549792000110,0,8112500,CONDOMINIOS PREDIAIS,81
H90?X./FSOF1W<\:W2)L@*,05873796000100,0,6399200,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS",63
"DZ.:G8ICB8T9:U,?2G.\6-",11961032000170,0,9001902,PRODUCAO MUSICAL,90
"MII,)DB:&!U'P\`2)@)&;,",06041113000200,0,4782201,COMERCIO VAREJISTA DE CALCADOS,47
K)0.T9^5=:?7_]XU)7H!E!,34249508000140,0,4530701,COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
"G''KVW'\9R7)*)4V/;N;W/",03139422000130,0,4617600,COMERCIO ATACADISTA DE ARTIGOS DE ARMARINHO,46
"I3.UC<=W!4<[""O'Q1]VHQ0",09442420000100,0,4930202,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
"N%83,3>;)C\ORO>L==?K%+",36384303000100,0,4929902,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
"C=BUHWF5<LWS'/CA\:QL+!",11333250000160,0,9602501,"CABELEIREIROS, MANICURE E PEDICURE",96
"PV^QDK(UYU*]X)M7HK-3,$",47073499000120,0,4774100,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,47
"AZ9@U#!AKQ:QG<2A'&W6G#",11529314000100,0,4923001,SERVICO DE TAXI,49
"NCIT7+*BUPK2FTRO!@4RP""",61699567002560,0,8630502,ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES,86
"BQ*&K.,V2RN;K5ONW$Q:G*",94991874000100,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"O'$S3YZZ>F<(/BDNLX2+8""",93778132000120,0,4520007,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
MBMK$%N@Y/6@>N>WTG8[X+,06300679000110,0,5911102,"ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE",59
N!#O_3!+:7EU:XB3N07WF0,03748521000110,0,8513900,ENSINO FUNDAMENTAL,85
"L_E[""`0K4F!;;KO:5\-6H.",10573096000130,0,4541205,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS,45
B2**D6!^M`U!<)T:RT(\D/,05083356000150,0,4618401,OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,46
B`_4)I39!\$CE5M_)7Q_O%,04629492000130,0,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47
"C@!$E6WQ_`5;?9`K`!7`D'",12924082000140,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,96
"MR+F-W$Q+,OQ""XN-)L;GC$",15486614000100,0,1622699,APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES,16
"DZ&\R#""""J<*8ZV:JC#P`G0",07920844000280,0,7722500,"ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES",77
"A]\L]9=%HS_`X_""Q`6=X)!",06798433000110,0,9521500,REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO,95
L)Q/D/BXW-47!T&(0+F4&0,38623013000190,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
IP*X1!BB?YC.FH4)8=O&-#,14122439000100,0,4330404,OBRAS DE ALVENARIA,43
"I:WKE/FH,""W;NJ!((=X0[&",26905711000280,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
H!P4VJU_V%!CFZ?-%XK4`#,08270543000130,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
I67[VTM=CMMO*_QTTA3/^#,08664154000190,0,9529105,REPARACAO DE ARTIGOS DO MOBILIARIO,95
"I<;ATWQ_$-5"";HH/ZVZ#6+",05061282000150,0,6920601,ATIVIDADES DE CONTABILIDADE,69
"D'?(`7;!^:&.I^IQ(![""5""",14646820000160,0,5620104,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,56
"L@J2;'UDS3-JWH%UP:'A!&",16608307000100,0,7739099,"ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR",77
"AXHTGE^OSUS$)5Y_\.=@<'",93277291000140,0,6209100,"SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO",62
"HU!E;Y`BX5A#2$/!(=#$4,",14547620000150,0,5320202,SERVICOS DE ENTREGA RAPIDA,53
"K8%WJ^%U5'UBXJ-)&W\M2*",14739142000180,0,2512800,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,25
"E0'[!=]XBI#N]<1FBZ/,Y*",02721159000120,0,1531901,FABRICACAO DE CALCADOS DE COURO,15
"G4_9%&!U&<\<]#:FJ9:B'%",09337499000100,0,6821801,"ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA",68
"I!>K`AB`-9$RZ$!ON-:5U'",14538913000170,0,111302,CRIACAO DE BOVINOS PARA CORTE,1
I6`2=[B(T*MV/=N+]TK.Q0,13867089000130,0,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,82
"CNV]4$`""T[X$6TMXO>?TO$",12921517000100,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"K^M^H;RMDUD\P38$#SA=L,",25114083000170,0,4711301,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS",47
"O><@^W*X(G4!5<C_>8WHJ'",14402120000120,0,4742300,COMERCIO VAREJISTA DE MATERIAL ELETRICO,47
JN+G$1B>JQSY@TDL&$E6W(,11094179000100,0,4772500,"CABELEIREIROS, MANICURE E PEDICURE",47
"NB66,3KR#^MUI%R7Z]7020",10863783000190,0,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47
F@I-49?K.05W8+U;MW(MH*,12302052000100,0,4753900,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"IAH8(;$8=.U],X8KQC"">6#",12029532000130,0,3312102,INSTALACAO E MANUTENCAO ELETRICA,33
"ID'#[).""ZT^TZ;O4/3[`Y/",15712403000130,0,4772500,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
NIK@X.H7:_)A.W^NGK4PD*,15706143000190,0,3101200,"ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTAO DE REDES",31
"G<1*RR8:U,Y6>J6T3""]V#!",13260212000150,0,5320202,SERVICOS DE ENTREGA RAPIDA,53
"P2Y6%W%DK7WB(U?D3IEI&'",12417647000100,0,4772500,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,47
CJ$>+@-.1<BA=V=NIR`EG&,15418631000100,0,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",49
"H),7U(<U0`<V'IIL2\)T4*",11100064000180,0,5611201,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,56
O15`H<JG/@TE*\:N@1#JL),11917314000170,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"L9_Z-L/A42,@W9=#GA]>?%",11174578000180,0,4614100,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE INSTRUMENTOS E MATERIAIS ODONTOMEDICOHOSPITALARES,46
"O-K.`TZ*$[H.G'SF+0NFO(",12994532000170,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",14
"PP""S0""1*;(9F;M&J01.^2)",10962790000140,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
"E>&W]W,V`*)G-6`E4#S9Q-",10896043000150,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,47
"D%$U'F7E+[^1RLXR'%?A/&",11726980000120,0,4330499,OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO,43
"J<[?'CYXHGI;`[]R!KJCZ/",14103355000110,0,4110700,"ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA",41
"CA8J'C1?_XOY&92XFXFON+",14104356000180,0,7111100,SERVICOS DE ARQUITETURA,71
"O_9X(/X,6+8XC>I/031`S/",15702171000130,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"P)_$]@DH#<LVRU<.(9OL')",00069426000100,0,4711301,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS",47
"D1GO7%A'Y5TI]6ZD5'3'$&",15227571000130,0,4723700,COMERCIO VAREJISTA DE BEBIDAS,47
"J12""EE<4J(RI?A4C!C(`B(",09119980000200,0,113000,CULTIVO DE CANADEACUCAR,1
"I((7V6""N?1'0D[.DYZ\</-",15417198000180,0,4120400,CONSTRUCAO DE EDIFICIOS,41
"IX'#EVY[T_&0Q#=`X`XZT,",08550335000780,0,119905,CRIACAO DE BOVINOS PARA CORTE,1
"DV;<:,QJ_""5PL>;M,.@6;$",14264072000150,0,4930202,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
"H08NJITG[""=U_X4JP_;2;.",08357174000380,0,115600,CRIACAO DE BOVINOS PARA CORTE,1
P+1<)X#G^O2CC:R#3CJE@#,08376155000210,0,113000,CULTIVO DE CANADEACUCAR,1
"NV5Q7OFU@B-Z""#K0AN_!#)",15418205005390,0,4729699,ATIVIDADES DE PROFISSIONAIS DA AREA DE SAUDE NAO ESPECIFICADAS ANTERIORMENTE,47
"N>H,DD.:GD:882N/V[#`E&",11429851000170,0,210105,COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS,2
"A#0DT?+VHG@;)R>CB[;ZJ,",08666181000100,0,4721104,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",47
"P.'WP_,K3DUJ\`>S&/OX5*",12712166000110,0,4321500,APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES,43
K#9TV#G3?#`S)\\2.#S_=!,48689921000210,0,6010100,ATIVIDADES DE RADIO,60
D*FZV[-?&!71_IM2)<S*[.,88707799000100,0,8511200,EDUCACAO INFANTIL  CRECHE,85
E8D6T)YK\SS!VUZ[-:CT)0,11753246000150,0,5611201,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
MJX.W(P/I:M]]%!HQ[1%%#,01504872000150,0,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,47
"O:HI\#CJ)V/=>'X\0Q%;<,",23007925000240,0,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,47
J=L_>];Z18=K)+5A8>?`F(,92885797000250,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
"N+WYN->(*=6'?>%Z_NA-Z$",12430235000100,0,4763603,COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS PECAS E ACESSORIOS,47
"E""8GVGLG,)G4QA:I""\/21+",12514708000140,0,4723700,COMERCIO VAREJISTA DE BEBIDAS,47
"J)6^KFD""Y/8_""E`))FDL8,",15756543000100,0,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"C=`?,DFP>;+8)C%9A<WMW'",02540064000100,0,9001902,PRODUCAO DE ESPETACULOS DE DANCA,90
IP)2`KN:P%ZQ>R`?AZ`30),71630115000370,0,4689302,COMERCIO ATACADISTA DE FIOS E FIBRAS BENEFICIADOS,46
