sk_tempo,data,mes,ano
3/16/2012,3/16/2012,,
5/20/1991,5/20/1991,,
12/02/1976,12/02/1976,fev,1976
06/11/2012,06/11/2012,nov,2012
5/21/2012,5/21/2012,,
1/29/1980,1/29/1980,,
9/21/2009,9/21/2009,,
3/20/1980,3/20/1980,,
11/12/2001,11/12/2001,dez,2001
4/16/1996,4/16/1996,,
6/30/1995,6/30/1995,,
11/04/1996,11/04/1996,abr,1996
9/23/2009,9/23/2009,,
8/23/1994,8/23/1994,,
10/30/1989,10/30/1989,,
2/17/1987,2/17/1987,,
10/07/1994,10/07/1994,jul,1994
05/09/1995,05/09/1995,set,1995
1/24/2006,1/24/2006,,
6/15/1983,6/15/1983,,
08/05/1999,08/05/1999,mai,1999
7/23/2004,7/23/2004,,
02/09/1982,02/09/1982,set,1982
4/30/2012,4/30/2012,,
4/15/2011,4/15/2011,,
07/12/2011,07/12/2011,dez,2011
4/15/2003,4/15/2003,,
9/30/2011,9/30/2011,,
07/02/1990,07/02/1990,fev,1990
6/21/1971,6/21/1971,,
12/04/2008,12/04/2008,abr,2008
8/24/2003,8/24/2003,,
3/24/1994,3/24/1994,,
04/08/1986,04/08/1986,ago,1986
08/02/2005,08/02/2005,fev,2005
4/18/2001,4/18/2001,,
12/04/1996,12/04/1996,abr,1996
07/09/2008,07/09/2008,set,2008
1/21/1988,1/21/1988,,
7/24/2006,7/24/2006,,
12/17/2010,12/17/2010,,
3/26/1987,3/26/1987,,
2/20/1989,2/20/1989,,
12/29/1987,12/29/1987,,
9/25/1990,9/25/1990,,
10/22/1990,10/22/1990,,
3/24/2008,3/24/2008,,
8/28/2008,8/28/2008,,
07/08/1998,07/08/1998,ago,1998
9/21/2011,9/21/2011,,
05/04/2012,05/04/2012,abr,2012
6/14/2012,6/14/2012,,
10/17/2008,10/17/2008,,
11/24/2010,11/24/2010,,
07/06/1992,07/06/1992,jun,1992
3/20/2003,3/20/2003,,
6/26/1975,6/26/1975,,
10/17/2002,10/17/2002,,
10/29/1992,10/29/1992,,
8/24/2011,8/24/2011,,
2/22/2011,2/22/2011,,
1/31/2005,1/31/2005,,
11/10/2006,11/10/2006,out,2006
12/09/1976,12/09/1976,set,1976
07/02/1992,07/02/1992,fev,1992
09/03/2008,09/03/2008,mar,2008
04/12/1994,04/12/1994,dez,1994
07/07/1989,07/07/1989,jul,1989
12/05/2000,12/05/2000,mai,2000
7/16/2001,7/16/2001,,
11/21/1969,11/21/1969,,
4/15/2002,4/15/2002,,
10/03/2002,10/03/2002,mar,2002
09/01/2009,09/01/2009,jan,2009
8/20/2002,8/20/2002,,
11/18/1999,11/18/1999,,
05/05/2010,05/05/2010,mai,2010
05/06/2003,05/06/2003,jun,2003
7/17/2004,7/17/2004,,
9/23/2003,9/23/2003,,
7/19/2004,7/19/2004,,
7/31/2002,7/31/2002,,
02/04/2003,02/04/2003,abr,2003
05/09/1972,05/09/1972,set,1972
7/19/2004,7/19/2004,,
6/14/1985,6/14/1985,,
6/30/1987,6/30/1987,,
1/15/1988,1/15/1988,,
08/05/1988,08/05/1988,mai,1988
06/04/2002,06/04/2002,abr,2002
11/20/2002,11/20/2002,,
2/17/2003,2/17/2003,,
10/03/2012,10/03/2012,mar,2012
5/23/1991,5/23/1991,,
05/07/2010,05/07/2010,jul,2010
05/09/2007,05/09/2007,set,2007
10/30/2001,10/30/2001,,
7/21/2010,7/21/2010,,
5/27/2008,5/27/2008,,
06/01/1992,06/01/1992,jan,1992
10/05/2006,10/05/2006,mai,2006
9/28/2010,9/28/2010,,
8/18/1987,8/18/1987,,
3/29/2000,3/29/2000,,
02/07/2007,02/07/2007,jul,2007
6/17/1996,6/17/1996,,
10/13/1997,10/13/1997,,
12/04/1987,12/04/1987,abr,1987
9/13/1991,9/13/1991,,
04/01/1996,04/01/1996,jan,1996
05/08/2012,05/08/2012,ago,2012
3/29/2006,3/29/2006,,
08/08/2005,08/08/2005,ago,2005
5/16/1995,5/16/1995,,
7/29/1999,7/29/1999,,
2/16/2004,2/16/2004,,
6/20/2000,6/20/2000,,
1/14/2000,1/14/2000,,
1/20/1999,1/20/1999,,
2/19/1987,2/19/1987,,
10/29/2002,10/29/2002,,
7/13/2000,7/13/2000,,
12/29/1998,12/29/1998,,
09/10/2001,09/10/2001,out,2001
07/10/2008,07/10/2008,out,2008
02/12/2003,02/12/2003,dez,2003
6/13/2005,6/13/2005,,
10/06/2004,10/06/2004,jun,2004
02/07/1977,02/07/1977,jul,1977
7/19/2004,7/19/2004,,
4/22/1998,4/22/1998,,
7/30/1999,7/30/1999,,
03/02/2009,03/02/2009,fev,2009
7/17/1998,7/17/1998,,
9/27/2001,9/27/2001,,
6/14/1993,6/14/1993,,
1/19/1979,1/19/1979,,
07/09/2008,07/09/2008,set,2008
10/29/1979,10/29/1979,,
7/26/1991,7/26/1991,,
3/25/2004,3/25/2004,,
03/09/1977,03/09/1977,set,1977
6/13/1991,6/13/1991,,
02/05/1980,02/05/1980,mai,1980
4/30/1992,4/30/1992,,
07/04/1974,07/04/1974,abr,1974
9/27/1973,9/27/1973,,
2/19/1992,2/19/1992,,
10/14/1991,10/14/1991,,
5/24/1994,5/24/1994,,
9/24/1990,9/24/1990,,
6/22/1977,6/22/1977,,
8/13/1984,8/13/1984,,
10/23/1992,10/23/1992,,
12/12/1988,12/12/1988,dez,1988
1/20/1983,1/20/1983,,
04/04/1994,04/04/1994,abr,1994
1/27/2009,1/27/2009,,
6/23/2010,6/23/2010,,
5/13/2005,5/13/2005,,
4/23/2012,4/23/2012,,
9/20/2011,9/20/2011,,
07/10/2003,07/10/2003,out,2003
11/16/2011,11/16/2011,,
11/18/2010,11/18/2010,,
11/25/1997,11/25/1997,,
4/14/2005,4/14/2005,,
06/11/1968,06/11/1968,nov,1968
6/15/2012,6/15/2012,,
4/13/2012,4/13/2012,,
12/09/1999,12/09/1999,set,1999
11/23/1995,11/23/1995,,
11/14/2011,11/14/2011,,
6/18/2012,6/18/2012,,
3/20/2012,3/20/2012,,
7/27/2012,7/27/2012,,
6/26/2007,6/26/2007,,
10/03/2011,10/03/2011,mar,2011
3/26/2012,3/26/2012,,
08/02/2012,08/02/2012,fev,2012
04/05/2011,04/05/2011,mai,2011
08/04/2006,08/04/2006,abr,2006
3/21/2012,3/21/2012,,
7/24/2006,7/24/2006,,
11/01/2006,11/01/2006,jan,2006
9/28/1980,9/28/1980,,
07/01/2008,07/01/2008,jan,2008
03/01/2011,03/01/2011,jan,2011
1/29/2010,1/29/2010,,
4/20/1998,4/20/1998,,
12/31/1997,12/31/1997,,
02/12/2001,02/12/2001,dez,2001
02/08/2010,02/08/2010,ago,2010
9/16/2006,9/16/2006,,
7/18/2005,7/18/2005,,
7/16/2009,7/16/2009,,
10/10/2006,10/10/2006,out,2006
03/01/2005,03/01/2005,jan,2005
9/26/2006,9/26/2006,,
9/25/2003,9/25/2003,,
2/19/2009,2/19/2009,,
05/03/2007,05/03/2007,mar,2007
8/24/2010,8/24/2010,,
1/28/2010,1/28/2010,,
03/02/2010,03/02/2010,fev,2010
11/04/2011,11/04/2011,abr,2011
09/05/2011,09/05/2011,mai,2011
4/26/2012,4/26/2012,,
11/29/2006,11/29/2006,,
07/03/1991,07/03/1991,mar,1991
08/06/1999,08/06/1999,jun,1999
11/29/2000,11/29/2000,,
2/24/2003,2/24/2003,,
04/08/1999,04/08/1999,ago,1999
11/03/1997,11/03/1997,mar,1997
05/05/1999,05/05/1999,mai,1999
11/12/1998,11/12/1998,dez,1998
12/01/2003,12/01/2003,jan,2003
1/15/1997,1/15/1997,,
06/02/1989,06/02/1989,fev,1989
03/11/1992,03/11/1992,nov,1992
11/28/1978,11/28/1978,,
9/28/1981,9/28/1981,,
07/09/1985,07/09/1985,set,1985
6/21/1977,6/21/1977,,
3/29/1977,3/29/1977,,
11/01/1988,11/01/1988,jan,1988
08/11/1967,08/11/1967,nov,1967
8/21/1986,8/21/1986,,
10/29/1992,10/29/1992,,
10/09/1987,10/09/1987,set,1987
5/24/1984,5/24/1984,,
7/22/1966,7/22/1966,,
1/31/1984,1/31/1984,,
2/16/1990,2/16/1990,,
4/29/1986,4/29/1986,,
4/26/1991,4/26/1991,,
11/24/1986,11/24/1986,,
4/17/1991,4/17/1991,,
7/27/1976,7/27/1976,,
03/01/1990,03/01/1990,jan,1990
10/26/1979,10/26/1979,,
8/25/1992,8/25/1992,,
11/24/1993,11/24/1993,,
10/17/1997,10/17/1997,,
6/29/2000,6/29/2000,,
07/07/1975,07/07/1975,jul,1975
07/02/2008,07/02/2008,fev,2008
11/16/2005,11/16/2005,,
07/10/2008,07/10/2008,out,2008
11/19/2003,11/19/2003,,
06/04/2012,06/04/2012,abr,2012
6/15/1998,6/15/1998,,
6/15/1990,6/15/1990,,
7/25/2011,7/25/2011,,
04/12/2011,04/12/2011,dez,2011
06/04/2012,06/04/2012,abr,2012
7/26/2004,7/26/2004,,
01/05/2012,01/05/2012,mai,2012
10/27/2004,10/27/2004,,
4/24/2002,4/24/2002,,
07/11/1978,07/11/1978,nov,1978
02/06/1998,02/06/1998,jun,1998
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
4/18/2012,4/18/2012,,
5/14/2012,5/14/2012,,
1/31/2007,1/31/2007,,
6/22/2011,6/22/2011,,
7/29/2011,7/29/2011,,
10/26/2005,10/26/2005,,
09/05/2005,09/05/2005,mai,2005
09/06/2007,09/06/2007,jun,2007
10/28/2010,10/28/2010,,
7/27/2007,7/27/2007,,
1/16/2007,1/16/2007,,
4/25/2008,4/25/2008,,
05/05/1980,05/05/1980,mai,1980
03/08/2005,03/08/2005,ago,2005
07/03/2012,07/03/2012,mar,2012
12/07/2011,12/07/2011,jul,2011
3/27/2012,3/27/2012,,
7/16/1997,7/16/1997,,
12/29/2005,12/29/2005,,
03/05/1990,03/05/1990,mai,1990
5/15/2012,5/15/2012,,
2/13/1995,2/13/1995,,
02/03/1971,02/03/1971,mar,1971
8/30/1999,8/30/1999,,
3/15/2011,3/15/2011,,
8/24/1973,8/24/1973,,
8/14/2001,8/14/2001,,
06/04/2009,06/04/2009,abr,2009
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
1/30/2008,1/30/2008,,
6/28/2010,6/28/2010,,
08/04/2005,08/04/2005,abr,2005
4/23/2012,4/23/2012,,
6/17/2011,6/17/2011,,
7/31/1991,7/31/1991,,
9/15/2011,9/15/2011,,
11/11/1977,11/11/1977,nov,1977
07/09/2012,07/09/2012,set,2012
9/22/2010,9/22/2010,,
1/13/2012,1/13/2012,,
5/17/2012,5/17/2012,,
9/16/2010,9/16/2010,,
4/25/2002,4/25/2002,,
5/24/2006,5/24/2006,,
1/18/2011,1/18/2011,,
10/19/2010,10/19/2010,,
3/14/2012,3/14/2012,,
02/04/2011,02/04/2011,abr,2011
10/24/2011,10/24/2011,,
7/16/2012,7/16/2012,,
1/19/1996,1/19/1996,,
10/28/2011,10/28/2011,,
03/07/2012,03/07/2012,jul,2012
4/28/1995,4/28/1995,,
1/15/1992,1/15/1992,,
7/17/2012,7/17/2012,,
9/25/2000,9/25/2000,,
7/18/2012,7/18/2012,,
4/13/1976,4/13/1976,,
9/13/2010,9/13/2010,,
02/08/1974,02/08/1974,ago,1974
7/19/2012,7/19/2012,,
8/16/1983,8/16/1983,,
1/18/2010,1/18/2010,,
06/01/1999,06/01/1999,jan,1999
7/15/2010,7/15/2010,,
09/02/1997,09/02/1997,fev,1997
02/10/1982,02/10/1982,out,1982
9/18/2010,9/18/2010,,
10/19/1969,10/19/1969,,
6/22/2001,6/22/2001,,
3/31/1997,3/31/1997,,
9/22/1999,9/22/1999,,
1/30/1997,1/30/1997,,
12/16/2010,12/16/2010,,
10/14/2010,10/14/2010,,
06/12/2012,06/12/2012,dez,2012
9/29/2011,9/29/2011,,
5/20/1996,5/20/1996,,
09/02/1999,09/02/1999,fev,1999
08/06/1998,08/06/1998,jun,1998
8/20/2004,8/20/2004,,
10/17/2007,10/17/2007,,
10/10/2006,10/10/2006,out,2006
11/18/1996,11/18/1996,,
11/01/1996,11/01/1996,jan,1996
7/20/1995,7/20/1995,,
06/03/1996,06/03/1996,mar,1996
9/13/1990,9/13/1990,,
06/01/1990,06/01/1990,jan,1990
11/11/1985,11/11/1985,nov,1985
08/05/2004,08/05/2004,mai,2004
7/27/2004,7/27/2004,,
1/22/1988,1/22/1988,,
04/05/2012,04/05/2012,mai,2012
2/21/1994,2/21/1994,,
3/20/2008,3/20/2008,,
07/12/2006,07/12/2006,dez,2006
01/05/2007,01/05/2007,mai,2007
03/04/2008,03/04/2008,abr,2008
7/23/2009,7/23/2009,,
6/23/2009,6/23/2009,,
11/19/2009,11/19/2009,,
12/08/2010,12/08/2010,ago,2010
09/03/2001,09/03/2001,mar,2001
7/19/1985,7/19/1985,,
9/19/1990,9/19/1990,,
8/21/1984,8/21/1984,,
3/19/2004,3/19/2004,,
01/04/1993,01/04/1993,abr,1993
12/19/2005,12/19/2005,,
6/19/2006,6/19/2006,,
11/24/2010,11/24/2010,,
9/14/2000,9/14/2000,,
1/18/1980,1/18/1980,,
4/22/1999,4/22/1999,,
10/01/1993,10/01/1993,jan,1993
04/04/2012,04/04/2012,abr,2012
04/09/2012,04/09/2012,set,2012
05/07/2012,05/07/2012,jul,2012
2/28/2007,2/28/2007,,
05/07/2012,05/07/2012,jul,2012
9/30/1991,9/30/1991,,
08/12/1998,08/12/1998,dez,1998
6/26/1992,6/26/1992,,
11/09/2009,11/09/2009,set,2009
5/17/2010,5/17/2010,,
07/06/2010,07/06/2010,jun,2010
9/30/1993,9/30/1993,,
11/25/2010,11/25/2010,,
09/11/2007,09/11/2007,nov,2007
05/07/2010,05/07/2010,jul,2010
10/05/2007,10/05/2007,mai,2007
04/06/2010,04/06/2010,jun,2010
8/29/2003,8/29/2003,,
7/23/2010,7/23/2010,,
2/20/2008,2/20/2008,,
12/19/2006,12/19/2006,,
1/29/1979,1/29/1979,,
07/09/1974,07/09/1974,set,1974
03/07/1994,03/07/1994,jul,1994
1/14/1968,1/14/1968,,
02/11/1993,02/11/1993,nov,1993
2/24/2010,2/24/2010,,
9/14/1987,9/14/1987,,
5/23/1972,5/23/1972,,
8/21/2001,8/21/2001,,
12/28/2006,12/28/2006,,
9/30/2003,9/30/2003,,
08/07/2002,08/07/2002,jul,2002
09/04/1987,09/04/1987,abr,1987
04/03/2002,04/03/2002,mar,2002
4/13/2011,4/13/2011,,
3/21/2003,3/21/2003,,
2/28/2011,2/28/2011,,
05/06/2010,05/06/2010,jun,2010
1/28/1997,1/28/1997,,
9/14/2005,9/14/2005,,
07/10/1986,07/10/1986,out,1986
3/29/2011,3/29/2011,,
07/05/1990,07/05/1990,mai,1990
3/18/2008,3/18/2008,,
6/16/2010,6/16/2010,,
10/11/1988,10/11/1988,nov,1988
6/13/2000,6/13/2000,,
11/18/2009,11/18/2009,,
6/18/2009,6/18/2009,,
5/31/2012,5/31/2012,,
05/08/2012,05/08/2012,ago,2012
8/20/2010,8/20/2010,,
6/30/2010,6/30/2010,,
5/17/2007,5/17/2007,,
7/21/1993,7/21/1993,,
11/22/2006,11/22/2006,,
7/14/2004,7/14/2004,,
3/14/2005,3/14/2005,,
05/11/2000,05/11/2000,nov,2000
5/29/2001,5/29/2001,,
4/27/1998,4/27/1998,,
4/23/1998,4/23/1998,,
7/17/1997,7/17/1997,,
06/02/2005,06/02/2005,fev,2005
3/20/1987,3/20/1987,,
10/17/1986,10/17/1986,,
6/27/2008,6/27/2008,,
09/08/1980,09/08/1980,ago,1980
3/25/1997,3/25/1997,,
9/20/1984,9/20/1984,,
7/29/1986,7/29/1986,,
9/13/2005,9/13/2005,,
4/18/1996,4/18/1996,,
7/31/1996,7/31/1996,,
07/09/2008,07/09/2008,set,2008
2/19/1987,2/19/1987,,
07/01/1991,07/01/1991,jan,1991
12/18/1979,12/18/1979,,
6/13/1990,6/13/1990,,
10/19/1978,10/19/1978,,
09/10/1993,09/10/1993,out,1993
01/09/1991,01/09/1991,set,1991
10/08/1991,10/08/1991,ago,1991
6/17/1980,6/17/1980,,
06/05/1986,06/05/1986,mai,1986
9/14/1984,9/14/1984,,
12/16/2009,12/16/2009,,
10/21/1997,10/21/1997,,
12/20/1999,12/20/1999,,
5/19/2000,5/19/2000,,
4/23/2012,4/23/2012,,
11/16/2011,11/16/2011,,
11/04/2011,11/04/2011,abr,2011
12/15/2011,12/15/2011,,
5/23/1989,5/23/1989,,
06/12/1992,06/12/1992,dez,1992
5/23/2012,5/23/2012,,
1/30/2007,1/30/2007,,
03/05/1987,03/05/1987,mai,1987
9/15/2008,9/15/2008,,
8/25/1999,8/25/1999,,
2/21/2000,2/21/2000,,
06/11/2012,06/11/2012,nov,2012
6/14/2012,6/14/2012,,
3/30/2012,3/30/2012,,
3/19/2012,3/19/2012,,
08/02/2012,08/02/2012,fev,2012
07/08/2011,07/08/2011,ago,2011
11/11/2011,11/11/2011,nov,2011
10/07/2005,10/07/2005,jul,2005
11/12/1985,11/12/1985,dez,1985
02/11/2011,02/11/2011,nov,2011
08/04/2004,08/04/2004,abr,2004
10/31/1977,10/31/1977,,
7/14/1980,7/14/1980,,
6/19/1997,6/19/1997,,
6/20/2006,6/20/2006,,
08/08/2003,08/08/2003,ago,2003
5/25/2011,5/25/2011,,
3/16/2009,3/16/2009,,
9/30/1970,9/30/1970,,
05/10/2007,05/10/2007,out,2007
1/17/1992,1/17/1992,,
12/02/2004,12/02/2004,fev,2004
9/28/2001,9/28/2001,,
3/31/2011,3/31/2011,,
5/24/2011,5/24/2011,,
08/08/2006,08/08/2006,ago,2006
6/22/2012,6/22/2012,,
10/08/2002,10/08/2002,ago,2002
2/23/2007,2/23/2007,,
5/29/2006,5/29/2006,,
9/27/2011,9/27/2011,,
11/08/2007,11/08/2007,ago,2007
02/03/1977,02/03/1977,mar,1977
08/09/2012,08/09/2012,set,2012
2/28/1996,2/28/1996,,
11/08/1972,11/08/1972,ago,1972
3/18/1998,3/18/1998,,
03/11/2004,03/11/2004,nov,2004
12/22/2011,12/22/2011,,
5/19/2005,5/19/2005,,
10/01/2004,10/01/2004,jan,2004
2/24/1988,2/24/1988,,
7/23/1990,7/23/1990,,
07/12/2010,07/12/2010,dez,2010
02/09/2010,02/09/2010,set,2010
9/28/2011,9/28/2011,,
07/08/1997,07/08/1997,ago,1997
3/30/1998,3/30/1998,,
11/25/2010,11/25/2010,,
5/19/2010,5/19/2010,,
05/11/2011,05/11/2011,nov,2011
2/22/2010,2/22/2010,,
6/27/2012,6/27/2012,,
6/27/2012,6/27/2012,,
5/29/2012,5/29/2012,,
12/04/1967,12/04/1967,abr,1967
04/08/1987,04/08/1987,ago,1987
06/12/1984,06/12/1984,dez,1984
04/03/1989,04/03/1989,mar,1989
8/18/1983,8/18/1983,,
12/17/1976,12/17/1976,,
05/09/1986,05/09/1986,set,1986
10/21/1971,10/21/1971,,
12/06/1985,12/06/1985,jun,1985
01/11/2011,01/11/2011,nov,2011
11/19/2010,11/19/2010,,
07/05/2012,07/05/2012,mai,2012
12/07/2006,12/07/2006,jul,2006
8/27/2010,8/27/2010,,
9/26/2012,9/26/2012,,
10/17/2012,10/17/2012,,
8/15/2007,8/15/2007,,
7/22/2011,7/22/2011,,
03/05/2012,03/05/2012,mai,2012
07/12/2011,07/12/2011,dez,2011
04/03/1997,04/03/1997,mar,1997
6/19/2010,6/19/2010,,
07/04/2012,07/04/2012,abr,2012
01/07/2010,01/07/2010,jul,2010
2/18/2010,2/18/2010,,
3/21/2011,3/21/2011,,
03/03/2010,03/03/2010,mar,2010
11/05/2010,11/05/2010,mai,2010
2/28/2012,2/28/2012,,
08/06/2008,08/06/2008,jun,2008
04/12/2012,04/12/2012,dez,2012
07/06/2009,07/06/2009,jun,2009
12/27/2004,12/27/2004,,
05/12/2009,05/12/2009,dez,2009
11/18/2009,11/18/2009,,
3/15/2006,3/15/2006,,
5/18/2005,5/18/2005,,
6/21/2010,6/21/2010,,
9/14/2006,9/14/2006,,
10/16/2006,10/16/2006,,
3/27/2007,3/27/2007,,
06/07/2011,06/07/2011,jul,2011
7/30/1990,7/30/1990,,
7/20/2011,7/20/2011,,
07/05/2012,07/05/2012,mai,2012
7/16/2011,7/16/2011,,
7/22/2011,7/22/2011,,
7/19/2011,7/19/2011,,
6/21/2011,6/21/2011,,
3/18/2011,3/18/2011,,
05/10/2012,05/10/2012,out,2012
9/17/2002,9/17/2002,,
07/04/2012,07/04/2012,abr,2012
6/29/2012,6/29/2012,,
3/23/1998,3/23/1998,,
7/29/2010,7/29/2010,,
9/14/2012,9/14/2012,,
03/08/2010,03/08/2010,ago,2010
07/12/2010,07/12/2010,dez,2010
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
2/22/2010,2/22/2010,,
12/02/2011,12/02/2011,fev,2011
1/18/2006,1/18/2006,,
06/06/1989,06/06/1989,jun,1989
01/09/2007,01/09/2007,set,2007
12/17/2007,12/17/2007,,
09/12/2005,09/12/2005,dez,2005
07/01/1996,07/01/1996,jan,1996
6/23/1981,6/23/1981,,
11/10/1998,11/10/1998,out,1998
05/02/2012,05/02/2012,fev,2012
6/22/2009,6/22/2009,,
1/15/2010,1/15/2010,,
8/27/2011,8/27/2011,,
01/06/2011,01/06/2011,jun,2011
5/18/2007,5/18/2007,,
11/01/2005,11/01/2005,jan,2005
8/14/2009,8/14/2009,,
9/22/2011,9/22/2011,,
10/24/2011,10/24/2011,,
9/28/2011,9/28/2011,,
8/18/2011,8/18/2011,,
10/27/2011,10/27/2011,,
12/12/2002,12/12/2002,dez,2002
10/17/2001,10/17/2001,,
06/06/2006,06/06/2006,jun,2006
12/14/2001,12/14/2001,,
3/26/2009,3/26/2009,,
05/09/1972,05/09/1972,set,1972
2/14/2012,2/14/2012,,
7/19/2012,7/19/2012,,
5/18/2000,5/18/2000,,
02/12/2010,02/12/2010,dez,2010
7/26/2010,7/26/2010,,
03/08/1983,03/08/1983,ago,1983
8/27/1990,8/27/1990,,
7/14/2010,7/14/2010,,
4/27/1993,4/27/1993,,
5/14/2004,5/14/2004,,
1/22/2004,1/22/2004,,
8/13/1990,8/13/1990,,
9/28/1979,9/28/1979,,
1/23/2008,1/23/2008,,
09/03/2010,09/03/2010,mar,2010
5/14/1998,5/14/1998,,
9/18/1987,9/18/1987,,
09/03/1993,09/03/1993,mar,1993
6/16/1989,6/16/1989,,
9/18/2008,9/18/2008,,
11/20/2009,11/20/2009,,
9/30/1987,9/30/1987,,
02/07/2011,02/07/2011,jul,2011
07/05/1984,07/05/1984,mai,1984
08/05/2010,08/05/2010,mai,2010
05/12/1992,05/12/1992,dez,1992
5/21/1998,5/21/1998,,
02/06/2002,02/06/2002,jun,2002
7/17/1995,7/17/1995,,
01/09/1996,01/09/1996,set,1996
2/15/2012,2/15/2012,,
08/05/2005,08/05/2005,mai,2005
1/19/2006,1/19/2006,,
8/25/1994,8/25/1994,,
6/24/2005,6/24/2005,,
05/02/2012,05/02/2012,fev,2012
7/27/2004,7/27/2004,,
7/23/2004,7/23/2004,,
7/23/2004,7/23/2004,,
7/28/2004,7/28/2004,,
8/31/2004,8/31/2004,,
11/26/1984,11/26/1984,,
5/14/2010,5/14/2010,,
10/21/2005,10/21/2005,,
8/20/2008,8/20/2008,,
7/17/1990,7/17/1990,,
12/05/1996,12/05/1996,mai,1996
5/23/2012,5/23/2012,,
06/08/2010,06/08/2010,ago,2010
7/25/1985,7/25/1985,,
10/17/1991,10/17/1991,,
3/24/1999,3/24/1999,,
07/02/2001,07/02/2001,fev,2001
3/30/2012,3/30/2012,,
11/11/1999,11/11/1999,nov,1999
4/28/1999,4/28/1999,,
4/20/2010,4/20/2010,,
10/09/1990,10/09/1990,set,1990
12/15/2010,12/15/2010,,
6/18/2004,6/18/2004,,
11/21/2011,11/21/2011,,
9/21/1993,9/21/1993,,
6/29/2004,6/29/2004,,
6/30/2003,6/30/2003,,
6/16/1993,6/16/1993,,
7/19/2004,7/19/2004,,
5/22/2003,5/22/2003,,
12/26/1989,12/26/1989,,
4/28/1981,4/28/1981,,
8/25/1988,8/25/1988,,
9/16/1987,9/16/1987,,
07/08/2008,07/08/2008,ago,2008
6/16/1981,6/16/1981,,
9/18/1980,9/18/1980,,
1/18/2011,1/18/2011,,
4/19/2012,4/19/2012,,
11/21/2008,11/21/2008,,
7/29/1997,7/29/1997,,
12/21/2009,12/21/2009,,
3/14/1975,3/14/1975,,
05/11/2007,05/11/2007,nov,2007
9/27/1996,9/27/1996,,
9/20/1989,9/20/1989,,
10/09/1996,10/09/1996,set,1996
11/12/2003,11/12/2003,dez,2003
7/21/2010,7/21/2010,,
12/03/1998,12/03/1998,mar,1998
11/11/1990,11/11/1990,nov,1990
7/27/2009,7/27/2009,,
2/22/2010,2/22/2010,,
05/08/2012,05/08/2012,ago,2012
11/17/1992,11/17/1992,,
08/05/1993,08/05/1993,mai,1993
2/13/1981,2/13/1981,,
7/19/2004,7/19/2004,,
2/13/1981,2/13/1981,,
06/03/2005,06/03/2005,mar,2005
02/12/1999,02/12/1999,dez,1999
12/02/1997,12/02/1997,fev,1997
5/20/2002,5/20/2002,,
7/20/2004,7/20/2004,,
8/25/1997,8/25/1997,,
11/24/1999,11/24/1999,,
2/14/2000,2/14/2000,,
5/14/1999,5/14/1999,,
4/19/2002,4/19/2002,,
3/17/1998,3/17/1998,,
12/30/1998,12/30/1998,,
10/17/1975,10/17/1975,,
02/09/2000,02/09/2000,set,2000
12/17/1998,12/17/1998,,
03/07/1996,03/07/1996,jul,1996
06/03/1998,06/03/1998,mar,1998
07/08/2008,07/08/2008,ago,2008
04/07/1997,04/07/1997,jul,1997
7/19/2006,7/19/2006,,
11/23/2010,11/23/2010,,
07/12/2008,07/12/2008,dez,2008
6/21/1999,6/21/1999,,
8/21/1987,8/21/1987,,
7/22/1982,7/22/1982,,
03/02/1978,03/02/1978,fev,1978
2/20/1992,2/20/1992,,
5/18/1995,5/18/1995,,
01/03/2007,01/03/2007,mar,2007
10/17/1995,10/17/1995,,
5/16/2001,5/16/2001,,
4/27/2010,4/27/2010,,
05/06/1996,05/06/1996,jun,1996
05/03/2011,05/03/2011,mar,2011
5/25/2009,5/25/2009,,
4/26/1984,4/26/1984,,
06/02/2000,06/02/2000,fev,2000
5/23/2012,5/23/2012,,
11/09/2000,11/09/2000,set,2000
8/16/2004,8/16/2004,,
01/11/2011,01/11/2011,nov,2011
7/30/2012,7/30/2012,,
6/15/2012,6/15/2012,,
5/22/2012,5/22/2012,,
7/27/2012,7/27/2012,,
02/12/2009,02/12/2009,dez,2009
3/26/2012,3/26/2012,,
6/24/2008,6/24/2008,,
6/25/2008,6/25/2008,,
6/26/2007,6/26/2007,,
9/22/2006,9/22/2006,,
10/13/2006,10/13/2006,,
5/24/2007,5/24/2007,,
12/04/1987,12/04/1987,abr,1987
08/02/2011,08/02/2011,fev,2011
5/23/2001,5/23/2001,,
5/21/2010,5/21/2010,,
1/20/1983,1/20/1983,,
02/04/2011,02/04/2011,abr,2011
9/26/2001,9/26/2001,,
3/30/1992,3/30/1992,,
3/23/1994,3/23/1994,,
12/26/1996,12/26/1996,,
3/23/2012,3/23/2012,,
10/09/2007,10/09/2007,set,2007
5/24/1991,5/24/1991,,
7/13/2011,7/13/2011,,
12/16/2004,12/16/2004,,
06/05/2003,06/05/2003,mai,2003
7/19/2010,7/19/2010,,
11/17/2006,11/17/2006,,
02/01/2012,02/01/2012,jan,2012
8/13/2007,8/13/2007,,
9/26/2003,9/26/2003,,
9/14/2011,9/14/2011,,
4/15/2008,4/15/2008,,
4/24/1985,4/24/1985,,
